Year,Quarter,Month,Day,Sum of customer_id,Sum of delivery_partner_id,delivery_status,Year,Quarter,Month,Day,Sum of order_id,Sum of order_total,payment_method,Year,Quarter,Month,Day,Sum of store_id
2023,Qtr 3,July,22,24496983,54016,On Time,2023,Qtr 3,July,22,3812396179,1445.54,Card,2023,Qtr 3,July,22,4693
2023,Qtr 3,July,22,6319646,49750,On Time,2023,Qtr 3,July,22,3342653518,577.13,UPI,2023,Qtr 3,July,22,2138
2023,Qtr 3,July,22,67022989,48544,On Time,2023,Qtr 3,July,22,13100682195,3782.91,Wallet,2023,Qtr 3,July,22,9645
2023,Qtr 3,July,23,26752630,19975,On Time,2023,Qtr 3,July,23,8116880443,3628.41,Card,2023,Qtr 3,July,23,1234
2023,Qtr 3,July,23,94966468,135910,On Time,2023,Qtr 3,July,23,3809044597,4481.09,Cash,2023,Qtr 3,July,23,10895
2023,Qtr 3,July,23,111541467,191064,On Time,2023,Qtr 3,July,23,15819169460,11183.27,Wallet,2023,Qtr 3,July,23,19910
2023,Qtr 3,July,23,701493,24964,Significantly Delayed,2023,Qtr 3,July,23,4228110436,2512.67,Wallet,2023,Qtr 3,July,23,961
2023,Qtr 3,July,23,44562310,31926,Slightly Delayed,2023,Qtr 3,July,23,6125813500,3788.27,Cash,2023,Qtr 3,July,23,441
2023,Qtr 3,July,23,65514005,3617,Slightly Delayed,2023,Qtr 3,July,23,4988875078,3485.65,UPI,2023,Qtr 3,July,23,7938
2023,Qtr 3,July,23,151452927,105023,Slightly Delayed,2023,Qtr 3,July,23,3450003222,3235.38,Wallet,2023,Qtr 3,July,23,12309
2023,Qtr 3,July,24,20148223,56532,On Time,2023,Qtr 3,July,23,730839483,2528.88,Cash,2023,Qtr 3,July,24,8077
2023,Qtr 3,July,24,26935187,91032,On Time,2023,Qtr 3,July,24,773335066,2980.84,Card,2023,Qtr 3,July,24,8054
2023,Qtr 3,July,24,146974599,112637,On Time,2023,Qtr 3,July,24,5695550060,1026.46,UPI,2023,Qtr 3,July,24,6332
2023,Qtr 3,July,24,22613559,89153,On Time,2023,Qtr 3,July,24,3232762361,2843.52,Wallet,2023,Qtr 3,July,24,6335
2023,Qtr 3,July,24,35278126,25109,Slightly Delayed,2023,Qtr 3,July,24,6994732191,4027.04,Card,2023,Qtr 3,July,24,9762
2023,Qtr 3,July,24,48418662,44817,Slightly Delayed,2023,Qtr 3,July,24,9475167773,2224.47,Cash,2023,Qtr 3,July,24,8010
2023,Qtr 3,July,24,71615827,53508,Slightly Delayed,2023,Qtr 3,July,24,6686839282,2657.17,UPI,2023,Qtr 3,July,24,8623
2023,Qtr 3,July,24,242692163,142565,Slightly Delayed,2023,Qtr 3,July,24,20684973316,4444.86,Wallet,2023,Qtr 3,July,24,14321
2023,Qtr 3,July,25,5763963,13883,On Time,2023,Qtr 3,July,25,2370917070,2639.9,Card,2023,Qtr 3,July,25,1591
2023,Qtr 3,July,25,26936578,73376,On Time,2023,Qtr 3,July,25,9300178512,1204.48,Cash,2023,Qtr 3,July,25,4802
2023,Qtr 3,July,25,114968264,85304,On Time,2023,Qtr 3,July,25,12271437385,2096.04,UPI,2023,Qtr 3,July,25,10501
2023,Qtr 3,July,25,12967305,53773,On Time,2023,Qtr 3,July,25,6418604551,4251.6,Wallet,2023,Qtr 3,July,25,1287
2023,Qtr 3,July,25,62600289,23324,Slightly Delayed,2023,Qtr 3,July,25,9487956261,2858.7,Cash,2023,Qtr 3,July,25,7714
2023,Qtr 3,July,25,49529811,38401,Slightly Delayed,2023,Qtr 3,July,25,2356483296,2030.68,UPI,2023,Qtr 3,July,25,7717
2023,Qtr 3,July,25,78748184,97976,Slightly Delayed,2023,Qtr 3,July,25,6998410196,505.95,Wallet,2023,Qtr 3,July,25,7979
2023,Qtr 3,July,26,25469551,29590,On Time,2023,Qtr 3,July,26,11205011351,2328.64,Wallet,2023,Qtr 3,July,26,9680
2023,Qtr 3,July,26,6245778,42306,Significantly Delayed,2023,Qtr 3,July,26,3883638432,1183.46,UPI,2023,Qtr 3,July,26,8865
2023,Qtr 3,July,26,66023110,27993,Slightly Delayed,2023,Qtr 3,July,26,4071811527,1872.01,Card,2023,Qtr 3,July,26,100
2023,Qtr 3,July,26,10945990,27884,Slightly Delayed,2023,Qtr 3,July,26,1069724600,3298.22,Cash,2023,Qtr 3,July,26,3971
2023,Qtr 3,July,26,24308515,68804,Slightly Delayed,2023,Qtr 3,July,26,2272892659,2182.59,Wallet,2023,Qtr 3,July,26,6254
2023,Qtr 3,July,27,228369373,108464,On Time,2023,Qtr 3,July,27,4839727519,5078.18,Cash,2023,Qtr 3,July,27,19617
2023,Qtr 3,July,27,98527332,102185,On Time,2023,Qtr 3,July,27,14127305555,5681.22,UPI,2023,Qtr 3,July,27,9607
2023,Qtr 3,July,27,202159242,154870,On Time,2023,Qtr 3,July,27,20734742566,3529.88,Wallet,2023,Qtr 3,July,27,21191
2023,Qtr 3,July,27,81541985,46857,Significantly Delayed,2023,Qtr 3,July,27,1508576390,1407.4,UPI,2023,Qtr 3,July,27,2534
2023,Qtr 3,July,27,29689766,95050,Slightly Delayed,2023,Qtr 3,July,27,8608686211,1083.76,Cash,2023,Qtr 3,July,27,1761
2023,Qtr 3,July,28,38808614,6074,On Time,2023,Qtr 3,July,28,2815855636,3710.55,Card,2023,Qtr 3,July,28,3090
2023,Qtr 3,July,28,41008070,13455,On Time,2023,Qtr 3,July,28,414299117,2257.55,Cash,2023,Qtr 3,July,28,3924
2023,Qtr 3,July,28,183920372,295043,On Time,2023,Qtr 3,July,28,14541003212,12559.23,UPI,2023,Qtr 3,July,28,21592
2023,Qtr 3,July,28,225625724,179667,On Time,2023,Qtr 3,July,28,9462160537,7750.09,Wallet,2023,Qtr 3,July,28,11239
2023,Qtr 3,July,28,65815155,77387,Significantly Delayed,2023,Qtr 3,July,28,3602554049,3310.35,Wallet,2023,Qtr 3,July,28,2038
2023,Qtr 3,July,28,73933840,91697,Slightly Delayed,2023,Qtr 3,July,27,5004539711,3936.23,UPI,2023,Qtr 3,July,28,7634
2023,Qtr 3,July,28,120002141,112769,Slightly Delayed,2023,Qtr 3,July,28,15778066519,7382.7,Cash,2023,Qtr 3,July,28,8195
2023,Qtr 3,July,29,97315135,6118,On Time,2023,Qtr 3,July,29,8310385249,1439.56,Cash,2023,Qtr 3,July,29,4282
2023,Qtr 3,July,29,102210130,68676,On Time,2023,Qtr 3,July,29,12190394649,6784.79,UPI,2023,Qtr 3,July,29,13668
2023,Qtr 3,July,29,187173480,112674,On Time,2023,Qtr 3,July,29,17046003253,5632.75,Wallet,2023,Qtr 3,July,29,10168
2023,Qtr 3,July,29,15529446,78479,Slightly Delayed,2023,Qtr 3,July,29,7081192087,261.03,Card,2023,Qtr 3,July,29,8032
2023,Qtr 3,July,30,11047835,54707,On Time,2023,Qtr 3,July,30,7367717333,2091.23,Card,2023,Qtr 3,July,30,4841
2023,Qtr 3,July,30,376144,10315,On Time,2023,Qtr 3,July,30,246971181,3266,UPI,2023,Qtr 3,July,30,3131
2023,Qtr 3,July,30,88399301,67101,On Time,2023,Qtr 3,July,30,6658073790,8127.78,Wallet,2023,Qtr 3,July,30,14224
2023,Qtr 3,July,30,27513158,23681,Significantly Delayed,2023,Qtr 3,July,30,4461389660,3822.25,Wallet,2023,Qtr 3,July,30,1010
2023,Qtr 3,July,30,33481252,84695,Slightly Delayed,2023,Qtr 3,July,30,805682701,2637.15,UPI,2023,Qtr 3,July,30,6430
2023,Qtr 3,July,31,75244116,460,On Time,2023,Qtr 3,July,30,3103539793,2514.37,Cash,2023,Qtr 3,July,31,2907
2023,Qtr 3,July,31,46699982,70541,On Time,2023,Qtr 3,July,31,2390228992,2179.55,Card,2023,Qtr 3,July,31,9041
2023,Qtr 3,July,31,107740970,165914,On Time,2023,Qtr 3,July,31,7696212284,11088.62,Cash,2023,Qtr 3,July,31,8095
2023,Qtr 3,July,31,99353461,103561,On Time,2023,Qtr 3,July,31,10356707527,5411.15,Wallet,2023,Qtr 3,July,31,10778
2023,Qtr 3,July,31,34668988,611,Slightly Delayed,2023,Qtr 3,July,31,1001453982,2774.06,Cash,2023,Qtr 3,July,31,8763
2023,Qtr 3,July,31,112632217,40184,Slightly Delayed,2023,Qtr 3,July,31,10641583003,5457.7,Wallet,2023,Qtr 3,July,31,12631
2023,Qtr 3,August,1,21902160,154527,On Time,2023,Qtr 3,August,1,12010339584,3243.48,Card,2023,Qtr 3,August,1,10574
2023,Qtr 3,August,1,190853771,285498,On Time,2023,Qtr 3,August,1,29625468079,10687.88,Cash,2023,Qtr 3,August,1,28921
2023,Qtr 3,August,1,250876466,330515,On Time,2023,Qtr 3,August,1,20649184193,8240.08,UPI,2023,Qtr 3,August,1,22766
2023,Qtr 3,August,1,85006599,50493,Significantly Delayed,2023,Qtr 3,August,1,7663189769,368.54,Card,2023,Qtr 3,August,1,5387
2023,Qtr 3,August,1,15796277,37938,Slightly Delayed,2023,Qtr 3,August,1,1967283733,1589.89,Cash,2023,Qtr 3,August,1,4047
2023,Qtr 3,August,2,89476734,10377,On Time,2023,Qtr 3,August,2,7732863862,3828.04,Cash,2023,Qtr 3,August,2,946
2023,Qtr 3,August,2,54797119,30040,On Time,2023,Qtr 3,August,2,2758734705,1460.54,UPI,2023,Qtr 3,August,2,1576
2023,Qtr 3,August,2,81584486,65578,Slightly Delayed,2023,Qtr 3,August,2,5309699078,1026.58,Card,2023,Qtr 3,August,2,6106
2023,Qtr 3,August,2,44637088,101153,Slightly Delayed,2023,Qtr 3,August,2,11949750664,1953.85,UPI,2023,Qtr 3,August,2,12270
2023,Qtr 3,August,2,49529811,15434,Slightly Delayed,2023,Qtr 3,August,2,266072469,877.17,Wallet,2023,Qtr 3,August,2,6764
2023,Qtr 3,August,3,40277444,79725,On Time,2023,Qtr 3,August,3,3508620293,4855.95,Cash,2023,Qtr 3,August,3,5868
2023,Qtr 3,August,3,105842407,70547,On Time,2023,Qtr 3,August,3,13482891828,5120.17,Wallet,2023,Qtr 3,August,3,14863
2023,Qtr 3,August,3,82948843,31307,Significantly Delayed,2023,Qtr 3,August,3,7503255456,5414.01,Card,2023,Qtr 3,August,3,2121
2023,Qtr 3,August,4,92404798,83680,On Time,2023,Qtr 3,August,3,2748368258,870.29,Card,2023,Qtr 3,August,4,4838
2023,Qtr 3,August,4,12507907,52139,On Time,2023,Qtr 3,August,4,3202903413,715.37,Cash,2023,Qtr 3,August,4,782
2023,Qtr 3,August,4,55170753,23890,Significantly Delayed,2023,Qtr 3,August,3,961607638,967.96,Wallet,2023,Qtr 3,August,3,5325
2023,Qtr 3,August,4,19275474,74364,Significantly Delayed,2023,Qtr 3,August,4,8700151605,1301.73,Wallet,2023,Qtr 3,August,4,2248
2023,Qtr 3,August,4,20360447,47220,Slightly Delayed,2023,Qtr 3,August,4,2718508408,4588.23,UPI,2023,Qtr 3,August,4,7975
2023,Qtr 3,August,5,1469696,66856,On Time,2023,Qtr 3,August,5,5095141954,3229.91,Card,2023,Qtr 3,August,5,4053
2023,Qtr 3,August,5,167103136,85682,On Time,2023,Qtr 3,August,5,9352960390,1991.22,Cash,2023,Qtr 3,August,5,9266
2023,Qtr 3,August,5,134677532,187256,On Time,2023,Qtr 3,August,5,7813287786,6942.73,UPI,2023,Qtr 3,August,5,5148
2023,Qtr 3,August,5,122256870,111234,On Time,2023,Qtr 3,August,5,14949505828,8652.69,Wallet,2023,Qtr 3,August,5,7839
2023,Qtr 3,August,5,75244116,80897,Slightly Delayed,2023,Qtr 3,August,5,7415765726,4757.16,Wallet,2023,Qtr 3,August,5,4389
2023,Qtr 3,August,6,222680184,164394,On Time,2023,Qtr 3,August,6,15786599434,7174.31,Card,2023,Qtr 3,August,6,11086
2023,Qtr 3,August,6,172693008,236183,On Time,2023,Qtr 3,August,6,14197783245,2722.76,UPI,2023,Qtr 3,August,6,12479
2023,Qtr 3,August,6,84953008,84857,On Time,2023,Qtr 3,August,6,7188183056,2396.81,Wallet,2023,Qtr 3,August,6,6024
2023,Qtr 3,August,6,48778633,73862,Slightly Delayed,2023,Qtr 3,August,6,8694014791,1908.82,Card,2023,Qtr 3,August,6,7614
2023,Qtr 3,August,6,8817168,79766,Slightly Delayed,2023,Qtr 3,August,6,5578822558,196.64,UPI,2023,Qtr 3,August,6,8477
2023,Qtr 3,August,7,58505903,72198,On Time,2023,Qtr 3,August,7,8853713324,1163.18,Card,2023,Qtr 3,August,7,3535
2023,Qtr 3,August,7,84432682,106635,On Time,2023,Qtr 3,August,7,12879505743,4424.63,UPI,2023,Qtr 3,August,7,14315
2023,Qtr 3,August,7,102717060,44250,On Time,2023,Qtr 3,August,7,14526629201,3748.31,Wallet,2023,Qtr 3,August,7,19396
2023,Qtr 3,August,7,84850688,1897,Slightly Delayed,2023,Qtr 3,August,7,5504768409,2102.5,Card,2023,Qtr 3,August,7,8204
2023,Qtr 3,August,7,102109624,124637,Slightly Delayed,2023,Qtr 3,August,7,7806629415,1275.03,UPI,2023,Qtr 3,August,7,13245
2023,Qtr 3,August,8,137047882,114660,On Time,2023,Qtr 3,August,8,7917998079,2512.96,Card,2023,Qtr 3,August,8,14434
2023,Qtr 3,August,8,325394746,423636,On Time,2023,Qtr 3,August,8,28430882474,17171.34,Cash,2023,Qtr 3,August,8,45429
2023,Qtr 3,August,8,7076456,24637,On Time,2023,Qtr 3,August,8,1605287230,3945.48,UPI,2023,Qtr 3,August,8,9638
2023,Qtr 3,August,8,129241774,142925,On Time,2023,Qtr 3,August,8,9580167528,11085,Wallet,2023,Qtr 3,August,8,10065
2023,Qtr 3,August,8,65294340,41365,Slightly Delayed,2023,Qtr 3,August,8,4924862857,4418.8,Card,2023,Qtr 3,August,8,4543
2023,Qtr 3,August,9,58421636,83173,On Time,2023,Qtr 3,August,9,14625892595,2570.5,Card,2023,Qtr 3,August,9,7610
2023,Qtr 3,August,9,151115200,169679,On Time,2023,Qtr 3,August,9,16875532289,3858.9,Cash,2023,Qtr 3,August,9,24871
2023,Qtr 3,August,9,140166562,108176,On Time,2023,Qtr 3,August,9,17679018871,8436.1,UPI,2023,Qtr 3,August,9,16313
2023,Qtr 3,August,9,37947202,41761,On Time,2023,Qtr 3,August,9,1598213217,4755.76,Wallet,2023,Qtr 3,August,9,1657
2023,Qtr 3,August,9,96625982,78976,Slightly Delayed,2023,Qtr 3,August,9,1196422921,6467.34,Wallet,2023,Qtr 3,August,9,8594
2023,Qtr 3,August,10,21425168,38150,On Time,2023,Qtr 3,August,10,2401282648,483.9,Card,2023,Qtr 3,August,10,9034
2023,Qtr 3,August,10,255381927,261541,On Time,2023,Qtr 3,August,10,23570294054,13691.01,UPI,2023,Qtr 3,August,10,22289
2023,Qtr 3,August,10,177715161,119591,On Time,2023,Qtr 3,August,10,13184196003,8612.94,Wallet,2023,Qtr 3,August,10,3066
2023,Qtr 3,August,10,164968200,107234,Slightly Delayed,2023,Qtr 3,August,10,5453024461,6361.92,Cash,2023,Qtr 3,August,10,12184
2023,Qtr 3,August,10,79764458,41373,Slightly Delayed,2023,Qtr 3,August,10,4564846800,2989.97,UPI,2023,Qtr 3,August,10,9995
2023,Qtr 3,August,11,107169226,43884,On Time,2023,Qtr 3,August,11,12308933358,1588.34,Cash,2023,Qtr 3,August,11,15633
2023,Qtr 3,August,11,91076171,117381,On Time,2023,Qtr 3,August,11,13888809501,6747.17,UPI,2023,Qtr 3,August,11,10651
2023,Qtr 3,August,11,72359843,2555,Slightly Delayed,2023,Qtr 3,August,11,2990223879,367.08,Cash,2023,Qtr 3,August,11,174
2023,Qtr 3,August,11,45323391,71871,Slightly Delayed,2023,Qtr 3,August,11,2450770184,3428.44,Wallet,2023,Qtr 3,August,11,3016
2023,Qtr 3,August,12,149039790,201748,On Time,2023,Qtr 3,August,12,13515883862,10368.23,Card,2023,Qtr 3,August,12,25464
2023,Qtr 3,August,12,89036169,4941,On Time,2023,Qtr 3,August,12,664198080,443.17,Cash,2023,Qtr 3,August,12,6695
2023,Qtr 3,August,12,107153947,76011,On Time,2023,Qtr 3,August,12,7625067832,4586.23,UPI,2023,Qtr 3,August,12,13562
2023,Qtr 3,August,12,19182548,50763,Significantly Delayed,2023,Qtr 3,August,12,2555454584,1626.42,Cash,2023,Qtr 3,August,12,8438
2023,Qtr 3,August,12,97111119,64018,Slightly Delayed,2023,Qtr 3,August,12,9449954611,50.12,Cash,2023,Qtr 3,August,12,9188
2023,Qtr 3,August,13,25587553,56321,On Time,2023,Qtr 3,August,13,5350760367,3300.67,Card,2023,Qtr 3,August,13,7299
2023,Qtr 3,August,13,93018527,81368,On Time,2023,Qtr 3,August,13,3428454405,3030.47,Cash,2023,Qtr 3,August,13,3714
2023,Qtr 3,August,13,68965787,92568,On Time,2023,Qtr 3,August,13,6835850079,934.75,UPI,2023,Qtr 3,August,13,7041
2023,Qtr 3,August,13,75674671,32062,On Time,2023,Qtr 3,August,13,9726762425,4041.64,Wallet,2023,Qtr 3,August,13,7653
2023,Qtr 3,August,13,48435573,109392,Significantly Delayed,2023,Qtr 3,August,13,8416466735,7562.39,Card,2023,Qtr 3,August,13,11220
2023,Qtr 3,August,14,194421548,138820,On Time,2023,Qtr 3,August,14,17239768033,8743.7,Card,2023,Qtr 3,August,14,21959
2023,Qtr 3,August,14,28663279,59526,On Time,2023,Qtr 3,August,14,8837578937,3480.43,Cash,2023,Qtr 3,August,14,2219
2023,Qtr 3,August,14,129683071,157890,On Time,2023,Qtr 3,August,14,17243996400,3735.71,UPI,2023,Qtr 3,August,14,15296
2023,Qtr 3,August,14,59485034,59869,On Time,2023,Qtr 3,August,14,4610876894,4185.1,Wallet,2023,Qtr 3,August,14,2338
2023,Qtr 3,August,14,57526322,72222,Slightly Delayed,2023,Qtr 3,August,14,3185620074,816.38,Wallet,2023,Qtr 3,August,14,9834
2023,Qtr 3,August,15,61493378,41767,On Time,2023,Qtr 3,August,15,4049184623,2999.15,UPI,2023,Qtr 3,August,15,12641
2023,Qtr 3,August,15,85016568,44245,On Time,2023,Qtr 3,August,15,2425099132,2498.22,Wallet,2023,Qtr 3,August,15,4794
2023,Qtr 3,August,15,46629917,71481,Significantly Delayed,2023,Qtr 3,August,15,5034409841,2746.95,Wallet,2023,Qtr 3,August,15,7048
2023,Qtr 3,August,15,131137042,99131,Slightly Delayed,2023,Qtr 3,August,15,15524312446,5245.68,UPI,2023,Qtr 3,August,15,10580
2023,Qtr 3,August,15,64748953,24508,Slightly Delayed,2023,Qtr 3,August,15,8600159148,3157.47,Wallet,2023,Qtr 3,August,15,728
2023,Qtr 3,August,16,99529877,99954,On Time,2023,Qtr 3,August,16,4122376869,5929.73,Card,2023,Qtr 3,August,16,16204
2023,Qtr 3,August,16,49881540,91091,On Time,2023,Qtr 3,August,16,1833208408,236.51,Cash,2023,Qtr 3,August,16,9548
2023,Qtr 3,August,16,82425179,93032,On Time,2023,Qtr 3,August,16,9039053330,2077.55,UPI,2023,Qtr 3,August,16,8513
2023,Qtr 3,August,16,139077127,159224,On Time,2023,Qtr 3,August,16,7339324562,8255.48,Wallet,2023,Qtr 3,August,16,22541
2023,Qtr 3,August,16,89617089,98172,Significantly Delayed,2023,Qtr 3,August,16,8005579633,2758.2,UPI,2023,Qtr 3,August,16,2829
2023,Qtr 3,August,16,109915358,95274,Slightly Delayed,2023,Qtr 3,August,16,6900876996,2113.56,Card,2023,Qtr 3,August,16,10835
2023,Qtr 3,August,16,57956497,17933,Slightly Delayed,2023,Qtr 3,August,16,8537081061,2333.58,Wallet,2023,Qtr 3,August,16,8106
2023,Qtr 3,August,17,86166676,170615,On Time,2023,Qtr 3,August,17,9399766461,6973.16,Card,2023,Qtr 3,August,17,17368
2023,Qtr 3,August,17,99627097,64707,On Time,2023,Qtr 3,August,17,239830094,416.65,Cash,2023,Qtr 3,August,17,451
2023,Qtr 3,August,17,182411791,223912,On Time,2023,Qtr 3,August,17,18428626836,6245.65,UPI,2023,Qtr 3,August,17,26741
2023,Qtr 3,August,17,57213543,2591,On Time,2023,Qtr 3,August,17,2976477423,1277.83,Wallet,2023,Qtr 3,August,17,1430
2023,Qtr 3,August,17,88312515,35952,Significantly Delayed,2023,Qtr 3,August,17,9582738204,1728.25,Cash,2023,Qtr 3,August,17,7696
2023,Qtr 3,August,17,67729191,85395,Significantly Delayed,2023,Qtr 3,August,17,4856277700,1070.91,UPI,2023,Qtr 3,August,17,7129
2023,Qtr 3,August,17,81046421,51388,Slightly Delayed,2023,Qtr 3,August,17,6299572675,1114.77,Wallet,2023,Qtr 3,August,17,5372
2023,Qtr 3,August,18,165260166,33323,On Time,2023,Qtr 3,August,18,8943063773,6187.16,Card,2023,Qtr 3,August,18,13174
2023,Qtr 3,August,18,127773557,158155,On Time,2023,Qtr 3,August,18,15680236495,6380.19,Cash,2023,Qtr 3,August,18,4953
2023,Qtr 3,August,18,236097232,279677,On Time,2023,Qtr 3,August,18,26132783149,11720.14,UPI,2023,Qtr 3,August,18,21212
2023,Qtr 3,August,18,98246574,73154,On Time,2023,Qtr 3,August,18,7141387557,4664.16,Wallet,2023,Qtr 3,August,18,381
2023,Qtr 3,August,18,92818376,139809,Slightly Delayed,2023,Qtr 3,August,18,8198704869,2496.54,Cash,2023,Qtr 3,August,18,8916
2023,Qtr 3,August,18,156680111,134202,Slightly Delayed,2023,Qtr 3,August,18,7757851294,4427.01,UPI,2023,Qtr 3,August,18,13087
2023,Qtr 3,August,19,121028277,152006,On Time,2023,Qtr 3,August,19,4805358663,2555.79,Cash,2023,Qtr 3,August,19,16717
2023,Qtr 3,August,19,132060630,181387,On Time,2023,Qtr 3,August,19,9170711724,3498.43,UPI,2023,Qtr 3,August,19,12256
2023,Qtr 3,August,19,103611134,112456,On Time,2023,Qtr 3,August,19,5895345681,3855.61,Wallet,2023,Qtr 3,August,19,4460
2023,Qtr 3,August,19,1816969,20825,Significantly Delayed,2023,Qtr 3,August,19,3567610983,3657.49,Cash,2023,Qtr 3,August,19,9376
2023,Qtr 3,August,19,23126657,32067,Significantly Delayed,2023,Qtr 3,August,19,6374883107,3039.25,UPI,2023,Qtr 3,August,19,2497
2023,Qtr 3,August,19,31026200,7924,Slightly Delayed,2023,Qtr 3,August,19,833581472,1495.9,UPI,2023,Qtr 3,August,19,556
2023,Qtr 3,August,19,34787383,2395,Slightly Delayed,2023,Qtr 3,August,19,5995819849,2030.88,Wallet,2023,Qtr 3,August,19,4317
2023,Qtr 3,August,20,71914736,102438,On Time,2023,Qtr 3,August,20,6690461200,1877.73,Card,2023,Qtr 3,August,20,8399
2023,Qtr 3,August,20,82708090,93026,On Time,2023,Qtr 3,August,20,9730765358,1354.27,UPI,2023,Qtr 3,August,20,9210
2023,Qtr 3,August,20,49762051,119257,On Time,2023,Qtr 3,August,20,15523968906,3410.29,Wallet,2023,Qtr 3,August,20,10726
2023,Qtr 3,August,20,65895091,50130,Significantly Delayed,2023,Qtr 3,August,20,9000165912,2821.61,Cash,2023,Qtr 3,August,20,2167
2023,Qtr 3,August,20,95309983,38348,Significantly Delayed,2023,Qtr 3,August,20,9912965340,4366.97,Wallet,2023,Qtr 3,August,20,7496
2023,Qtr 3,August,20,67908555,14666,Slightly Delayed,2023,Qtr 3,August,20,5281121057,2207.49,Cash,2023,Qtr 3,August,20,3916
2023,Qtr 3,August,21,137207850,63305,On Time,2023,Qtr 3,August,21,13649029529,4532.91,Card,2023,Qtr 3,August,21,9065
2023,Qtr 3,August,21,30285217,80597,On Time,2023,Qtr 3,August,21,2521995712,2100.16,Cash,2023,Qtr 3,August,21,7878
2023,Qtr 3,August,21,122481508,168411,On Time,2023,Qtr 3,August,21,9257595258,2835.74,UPI,2023,Qtr 3,August,21,14622
2023,Qtr 3,August,21,98105006,108174,On Time,2023,Qtr 3,August,21,6986228811,3726.94,Wallet,2023,Qtr 3,August,21,14606
2023,Qtr 3,August,21,54885705,70176,Significantly Delayed,2023,Qtr 3,August,21,8100291984,631.7,Cash,2023,Qtr 3,August,21,9440
2023,Qtr 3,August,21,5135207,48344,Slightly Delayed,2023,Qtr 3,August,21,5103721089,4045.22,UPI,2023,Qtr 3,August,21,7585
2023,Qtr 3,August,22,106481232,83645,On Time,2023,Qtr 3,August,22,13838847225,2411.69,Card,2023,Qtr 3,August,22,17973
2023,Qtr 3,August,22,20956158,99968,Slightly Delayed,2023,Qtr 3,August,22,1136528533,545.49,Card,2023,Qtr 3,August,22,9719
2023,Qtr 3,August,22,108177906,174942,Slightly Delayed,2023,Qtr 3,August,22,13464286649,3811.47,Cash,2023,Qtr 3,August,22,26125
2023,Qtr 3,August,22,12184293,8862,Slightly Delayed,2023,Qtr 3,August,22,2385966456,4160.4,UPI,2023,Qtr 3,August,22,4204
2023,Qtr 3,August,22,64489709,87672,Slightly Delayed,2023,Qtr 3,August,22,8459624382,786.02,Wallet,2023,Qtr 3,August,22,4822
2023,Qtr 3,August,23,57675204,104568,On Time,2023,Qtr 3,August,23,16137019403,3310.22,Card,2023,Qtr 3,August,23,14223
2023,Qtr 3,August,23,97678578,4985,On Time,2023,Qtr 3,August,23,1876614122,4304.71,Cash,2023,Qtr 3,August,23,595
2023,Qtr 3,August,23,90346920,46211,On Time,2023,Qtr 3,August,23,8976616698,3364.63,UPI,2023,Qtr 3,August,23,362
2023,Qtr 3,August,23,80517784,2804,On Time,2023,Qtr 3,August,23,1892282465,2849.48,Wallet,2023,Qtr 3,August,23,2383
2023,Qtr 3,August,23,61522288,32084,Slightly Delayed,2023,Qtr 3,August,23,5370744569,2393.81,Cash,2023,Qtr 3,August,23,8394
2023,Qtr 3,August,23,22321208,9368,Slightly Delayed,2023,Qtr 3,August,23,3668515922,4229.93,UPI,2023,Qtr 3,August,23,6643
2023,Qtr 3,August,24,275011593,400177,On Time,2023,Qtr 3,August,24,28341159019,12405.5,Cash,2023,Qtr 3,August,24,20583
2023,Qtr 3,August,24,258126921,289539,On Time,2023,Qtr 3,August,24,17354457332,12904.3,UPI,2023,Qtr 3,August,24,30594
2023,Qtr 3,August,24,7288562,54430,Slightly Delayed,2023,Qtr 3,August,24,9696598689,130.01,Card,2023,Qtr 3,August,24,814
2023,Qtr 3,August,24,158588210,81321,Slightly Delayed,2023,Qtr 3,August,24,15546039560,1759.06,Wallet,2023,Qtr 3,August,24,5127
2023,Qtr 3,August,25,77007315,62277,On Time,2023,Qtr 3,August,25,3758135932,1629.06,Card,2023,Qtr 3,August,25,2554
2023,Qtr 3,August,25,96953504,94007,On Time,2023,Qtr 3,August,25,10254696742,645.37,Cash,2023,Qtr 3,August,25,16333
2023,Qtr 3,August,25,37915052,97252,On Time,2023,Qtr 3,August,25,1811382200,3949.87,UPI,2023,Qtr 3,August,25,7829
2023,Qtr 3,August,25,68703613,13931,On Time,2023,Qtr 3,August,25,5623096090,1565.76,Wallet,2023,Qtr 3,August,25,4345
2023,Qtr 3,August,25,14006996,29388,Significantly Delayed,2023,Qtr 3,August,25,8391555591,3933.27,Cash,2023,Qtr 3,August,25,4740
2023,Qtr 3,August,25,82185264,106134,Significantly Delayed,2023,Qtr 3,August,25,13591961166,5918.75,Wallet,2023,Qtr 3,August,25,4061
2023,Qtr 3,August,25,33472376,76531,Slightly Delayed,2023,Qtr 3,August,24,9177283950,4070.17,Wallet,2023,Qtr 3,August,25,2717
2023,Qtr 3,August,25,67908555,25997,Slightly Delayed,2023,Qtr 3,August,25,5239439928,3988.72,Card,2023,Qtr 3,August,25,9825
2023,Qtr 3,August,26,32019725,38461,On Time,2023,Qtr 3,August,26,9456413999,2572.64,Card,2023,Qtr 3,August,26,3211
2023,Qtr 3,August,26,238852004,419455,On Time,2023,Qtr 3,August,26,16330902649,13324.1,Cash,2023,Qtr 3,August,26,24267
