Sum of customer_id,Year,Quarter,Month,Day,feedback_category,Sum of feedback_id,feedback_text,Sum of order_id,Sum of rating,sentiment
31776996,2023,Qtr 2,June,30,Product Quality,2977955,Great prices and fast delivery!,3504903228,4,Positive
92027021,2023,Qtr 2,June,30,Product Quality,4321323,The packaging was poor.,2468420564,1,Negative
11143197,2023,Qtr 3,July,1,Customer Service,9905886,The packaging was poor.,7921886899,3,Negative
70589930,2023,Qtr 3,July,1,Customer Service,6445544,The product met my expectations.,7672827556,4,Neutral
22321208,2023,Qtr 3,July,1,Delivery,6146219,Customer service was very helpful.,3298709387,4,Positive
67538982,2023,Qtr 3,July,1,Delivery,1546968,"Delivery was fine, but the product could be better.",3191281184,3,Neutral
59009727,2023,Qtr 3,July,1,Delivery,6687072,"Excellent quality, will buy again!",6940411801,5,Positive
54893418,2023,Qtr 3,July,1,Delivery,6499583,Not worth the price I paid.,2254884198,2,Negative
62068277,2023,Qtr 3,July,1,Product Quality,3769939,Items were missing from my order.,6625178717,2,Negative
49147776,2023,Qtr 3,July,1,Product Quality,6412617,The product met my expectations.,5054410467,4,Neutral
92356639,2023,Qtr 3,July,2,App Experience,6006476,Delivery was late and I was unhappy.,7317676958,2,Negative
10418604,2023,Qtr 3,July,2,App Experience,5063458,The product met my expectations.,846586265,4,Neutral
40858753,2023,Qtr 3,July,2,App Experience,7955410,Very happy with the service!,9858963919,5,Positive
23676689,2023,Qtr 3,July,2,Customer Service,2074108,Highly recommended!,3859331666,4,Positive
83577942,2023,Qtr 3,July,2,Customer Service,6073546,Items were in perfect condition.,9753033954,5,Positive
89910157,2023,Qtr 3,July,2,Customer Service,3731816,Product was damaged during delivery.,7562975685,2,Negative
26935187,2023,Qtr 3,July,2,Customer Service,2537624,The product met my expectations.,3239722852,3,Neutral
19400174,2023,Qtr 3,July,2,Product Quality,6030331,"Average experience, could improve.",8443685057,3,Neutral
44139071,2023,Qtr 3,July,2,Product Quality,3328667,"It was okay, nothing special.",1049800958,3,Neutral
49617531,2023,Qtr 3,July,2,Product Quality,8731726,The product met my expectations.,7038005775,4,Neutral
83660688,2023,Qtr 3,July,2,Product Quality,8715838,Very happy with the service!,5611686165,5,Positive
63793401,2023,Qtr 3,July,3,App Experience,4835697,Delivery was late and I was unhappy.,9866554851,1,Negative
78254569,2023,Qtr 3,July,3,App Experience,2674712,Product was damaged during delivery.,8742091504,2,Negative
18259715,2023,Qtr 3,July,3,Customer Service,4610920,"Average experience, could improve.",2119346062,4,Neutral
83660688,2023,Qtr 3,July,3,Customer Service,1503251,Great prices and fast delivery!,5004974422,5,Positive
55425478,2023,Qtr 3,July,3,Customer Service,3166321,"It was okay, nothing special.",1843468816,3,Neutral
95971469,2023,Qtr 3,July,3,Delivery,6240692,Customer service was not helpful.,4133369643,3,Negative
8395343,2023,Qtr 3,July,3,Delivery,2844579,Not worth the price I paid.,8744806310,2,Negative
47625855,2023,Qtr 3,July,3,Product Quality,6594277,Items were in perfect condition.,3746306403,4,Positive
60620291,2023,Qtr 3,July,3,Product Quality,2149421,Taste was not as expected.,3350662630,1,Negative
25706121,2023,Qtr 3,July,4,App Experience,375376,"Delivery was fine, but the product could be better.",8337948336,3,Neutral
84826389,2023,Qtr 3,July,4,App Experience,625997,The packaging was poor.,5834861324,2,Negative
12695670,2023,Qtr 3,July,4,App Experience,556949,The product met my expectations.,1464518253,3,Neutral
69088723,2023,Qtr 3,July,4,Customer Service,8467925,Very disappointed with the quality.,8993722297,1,Negative
33331259,2023,Qtr 3,July,4,Delivery,6167610,The packaging was poor.,8735245723,3,Negative
67092149,2023,Qtr 3,July,4,Product Quality,1083982,Items were in perfect condition.,5045588926,5,Positive
76020843,2023,Qtr 3,July,4,Product Quality,9854529,"Overall good experience, thank you!",6608328221,4,Positive
88532418,2023,Qtr 3,July,4,Product Quality,263845,Very happy with the service!,4870910859,5,Positive
69219122,2023,Qtr 3,July,5,Customer Service,4483833,The product met my expectations.,9758418980,3,Neutral
91791128,2023,Qtr 3,July,5,Delivery,7700843,"Average experience, could improve.",4689717606,4,Neutral
83404008,2023,Qtr 3,July,5,Delivery,8218399,Customer service was very helpful.,3679730192,5,Positive
58170168,2023,Qtr 3,July,5,Delivery,9879756,The order was incorrect.,9395982132,2,Negative
63870636,2023,Qtr 3,July,5,Delivery,2486239,The product met my expectations.,3845481278,4,Neutral
95372766,2023,Qtr 3,July,5,Delivery,2667509,Very fresh and well-packaged.,3310749597,5,Positive
17805991,2023,Qtr 3,July,5,Product Quality,8519341,Delivery was late and I was unhappy.,9268920928,1,Negative
22054087,2023,Qtr 3,July,5,Product Quality,468811,"Nothing to complain about, but nothing exceptional.",9593303695,3,Neutral
80380152,2023,Qtr 3,July,5,Product Quality,10346419,The product met my expectations.,6281915421,7,Neutral
1697604,2023,Qtr 3,July,6,App Experience,9304056,"It was okay, nothing special.",1765001264,3,Neutral
35782051,2023,Qtr 3,July,6,App Experience,2878840,Taste was not as expected.,4797768073,1,Negative
63083547,2023,Qtr 3,July,6,App Experience,594056,The product met my expectations.,4171748538,3,Neutral
68941950,2023,Qtr 3,July,6,App Experience,3476741,Very disappointed with the quality.,9196796718,3,Negative
66359719,2023,Qtr 3,July,6,App Experience,159506,Will definitely order again.,9182539734,4,Positive
59677346,2023,Qtr 3,July,6,Customer Service,831600,"Overall good experience, thank you!",2324568019,5,Positive
47503133,2023,Qtr 3,July,6,Delivery,2858606,Highly recommended!,4168163237,4,Positive
63376126,2023,Qtr 3,July,6,Delivery,9317439,Not worth the price I paid.,9270396838,3,Negative
90621147,2023,Qtr 3,July,6,Product Quality,7612300,Items were in perfect condition.,8029845822,5,Positive
64940409,2023,Qtr 3,July,7,App Experience,9945845,Product was damaged during delivery.,3811318591,1,Negative
6856445,2023,Qtr 3,July,7,App Experience,7557234,Taste was not as expected.,3520718052,3,Negative
80571942,2023,Qtr 3,July,7,App Experience,8085505,The product met my expectations.,5877618756,3,Neutral
87160527,2023,Qtr 3,July,7,Customer Service,5195829,"Excellent quality, will buy again!",9830788650,5,Positive
19259955,2023,Qtr 3,July,7,Customer Service,9907044,Items were in perfect condition.,2268736598,4,Positive
32797235,2023,Qtr 3,July,7,Delivery,1706682,Taste was not as expected.,7621954956,3,Negative
45586151,2023,Qtr 3,July,7,Delivery,9520673,Will definitely order again.,782327552,4,Positive
25706121,2023,Qtr 3,July,7,Product Quality,1250175,"Average experience, could improve.",8316192789,4,Neutral
18256339,2023,Qtr 3,July,8,App Experience,3359106,"Overall good experience, thank you!",6335972517,4,Positive
92455970,2023,Qtr 3,July,8,Customer Service,3628101,"Delivery was fine, but the product could be better.",813387880,4,Neutral
18935489,2023,Qtr 3,July,8,Customer Service,8867706,Taste was not as expected.,9471427840,2,Negative
76008165,2023,Qtr 3,July,8,Delivery,3311244,Customer service was not helpful.,4470717835,2,Negative
46682777,2023,Qtr 3,July,8,Delivery,350426,"Delivery was fine, but the product could be better.",4400031082,3,Neutral
16543242,2023,Qtr 3,July,8,Delivery,9980417,Good selection of products.,253430904,5,Positive
61015113,2023,Qtr 3,July,8,Delivery,5039264,Will definitely order again.,7415490509,4,Positive
1152215,2023,Qtr 3,July,9,App Experience,6640423,"Average experience, could improve.",3690872026,4,Neutral
49136375,2023,Qtr 3,July,9,Delivery,8858420,"Delivery was fine, but the product could be better.",6601671674,3,Neutral
11389698,2023,Qtr 3,July,9,Delivery,3561233,Highly recommended!,1492403962,4,Positive
2391900,2023,Qtr 3,July,9,Delivery,192970,"Overall good experience, thank you!",2136873695,4,Positive
81102955,2023,Qtr 3,July,9,Delivery,6983952,Will definitely order again.,2945185661,4,Positive
20940403,2023,Qtr 3,July,9,Product Quality,8272929,Customer service was not helpful.,6249585672,3,Negative
21809858,2023,Qtr 3,July,9,Product Quality,1831625,Good selection of products.,6567954047,4,Positive
64722323,2023,Qtr 3,July,9,Product Quality,7954510,Highly recommended!,1914701538,5,Positive
93617659,2023,Qtr 3,July,9,Product Quality,1452573,"It was okay, nothing special.",7310604669,4,Neutral
75566105,2023,Qtr 3,July,9,Product Quality,742663,"Nothing to complain about, but nothing exceptional.",139417019,3,Neutral
14255231,2023,Qtr 3,July,10,App Experience,234571,Customer service was not helpful.,6650174202,2,Negative
10830043,2023,Qtr 3,July,10,App Experience,502705,Very fresh and well-packaged.,5682816404,4,Positive
11493380,2023,Qtr 3,July,10,Customer Service,1048884,Very happy with the service!,1334996274,5,Positive
84862161,2023,Qtr 3,July,10,Delivery,3437997,I had a bad experience.,3333752740,3,Negative
49617531,2023,Qtr 3,July,10,Product Quality,910963,"Overall good experience, thank you!",6947741744,4,Positive
46699982,2023,Qtr 3,July,11,App Experience,9230966,Customer service was very helpful.,3779230503,5,Positive
50210845,2023,Qtr 3,July,11,App Experience,9162380,"Nothing to complain about, but nothing exceptional.",9008159682,7,Neutral
83304462,2023,Qtr 3,July,11,Customer Service,9205838,"Average experience, could improve.",9553518696,3,Neutral
84937877,2023,Qtr 3,July,11,Customer Service,7608543,The order was incorrect.,3514036230,2,Negative
7728406,2023,Qtr 3,July,11,Customer Service,7733566,Very happy with the service!,5669689881,4,Positive
52279849,2023,Qtr 3,July,11,Product Quality,1718861,"Average experience, could improve.",3528007192,3,Neutral
76218218,2023,Qtr 3,July,12,App Experience,405271,"Excellent quality, will buy again!",7992910755,5,Positive
47503133,2023,Qtr 3,July,12,App Experience,3869991,"It was okay, nothing special.",1292986566,4,Neutral
77625089,2023,Qtr 3,July,12,Customer Service,6220409,"Nothing to complain about, but nothing exceptional.",4598897781,4,Neutral
8164639,2023,Qtr 3,July,12,Delivery,1239498,"It was okay, nothing special.",9781965606,4,Neutral
89476734,2023,Qtr 3,July,12,Delivery,895557,Very disappointed with the quality.,4076279641,2,Negative
16410155,2023,Qtr 3,July,12,Product Quality,4515869,Customer service was very helpful.,63363146,5,Positive
41640262,2023,Qtr 3,July,12,Product Quality,8033950,The product met my expectations.,9931161723,4,Neutral
81822494,2023,Qtr 3,July,13,App Experience,6925008,Not worth the price I paid.,772505056,2,Negative
36833857,2023,Qtr 3,July,13,App Experience,2618931,The product met my expectations.,2008331630,4,Neutral
26844216,2023,Qtr 3,July,13,App Experience,9050152,Very happy with the service!,7198169379,4,Positive
18394558,2023,Qtr 3,July,13,Delivery,3856968,"It was okay, nothing special.",7176758896,4,Neutral
67952740,2023,Qtr 3,July,13,Delivery,4057033,The product met my expectations.,9859459525,4,Neutral
94854830,2023,Qtr 3,July,13,Delivery,6317946,Will definitely order again.,1254907139,4,Positive
97111069,2023,Qtr 3,July,14,App Experience,718730,Highly recommended!,4601205399,4,Positive
46623192,2023,Qtr 3,July,14,Delivery,2694712,Delivery was late and I was unhappy.,2283439407,2,Negative
44562310,2023,Qtr 3,July,14,Delivery,1524623,Great prices and fast delivery!,852886125,4,Positive
58172091,2023,Qtr 3,July,14,Delivery,16086464,Product was damaged during delivery.,15870233987,4,Negative
11503405,2023,Qtr 3,July,14,Product Quality,2563916,I had a bad experience.,5712516128,1,Negative
115571571,2023,Qtr 3,July,14,Product Quality,8815664,"Nothing to complain about, but nothing exceptional.",15987350301,6,Neutral
88324928,2023,Qtr 3,July,15,App Experience,7072403,"Delivery was fine, but the product could be better.",8356690330,4,Neutral
99729547,2023,Qtr 3,July,15,Customer Service,9050289,"Nothing to complain about, but nothing exceptional.",6331115638,4,Neutral
8138417,2023,Qtr 3,July,15,Delivery,775467,The product met my expectations.,8916648395,4,Neutral
57102800,2023,Qtr 3,July,15,Product Quality,3645749,Customer service was very helpful.,9329665908,4,Positive
12305040,2023,Qtr 3,July,15,Product Quality,5963618,Taste was not as expected.,4859489972,1,Negative
52032226,2023,Qtr 3,July,16,Customer Service,7961669,Delivery was late and I was unhappy.,5265722064,3,Negative
27727819,2023,Qtr 3,July,16,Customer Service,4236760,Highly recommended!,8224665612,5,Positive
43256928,2023,Qtr 3,July,16,Delivery,1268072,Very happy with the service!,9887978407,5,Positive
63184222,2023,Qtr 3,July,16,Delivery,8682044,Will definitely order again.,7653097776,5,Positive
54952806,2023,Qtr 3,July,16,Product Quality,1326262,"Delivery was fine, but the product could be better.",3836073957,3,Neutral
61226563,2023,Qtr 3,July,16,Product Quality,5618564,"It was okay, nothing special.",9006387145,3,Neutral
91500615,2023,Qtr 3,July,16,Product Quality,5245175,"Nothing to complain about, but nothing exceptional.",2531932780,4,Neutral
9274874,2023,Qtr 3,July,16,Product Quality,8199864,"Overall good experience, thank you!",4424404315,4,Positive
18113428,2023,Qtr 3,July,17,Customer Service,3214742,Items were missing from my order.,1343610513,1,Negative
3100301,2023,Qtr 3,July,17,Delivery,1363305,Taste was not as expected.,9056190831,3,Negative
91024604,2023,Qtr 3,July,17,Delivery,5201172,Very happy with the service!,2027766693,5,Positive
40727086,2023,Qtr 3,July,17,Product Quality,8345962,"Average experience, could improve.",8794436743,3,Neutral
22112867,2023,Qtr 3,July,17,Product Quality,1521011,Items were in perfect condition.,7154956248,4,Positive
21786873,2023,Qtr 3,July,17,Product Quality,5394786,"Nothing to complain about, but nothing exceptional.",479528548,3,Neutral
36885115,2023,Qtr 3,July,18,App Experience,4836420,The packaging was poor.,445929405,2,Negative
93699264,2023,Qtr 3,July,18,Customer Service,66513,The order was incorrect.,936587253,2,Negative
11389698,2023,Qtr 3,July,18,Customer Service,1093536,The product met my expectations.,6971088688,4,Neutral
57340963,2023,Qtr 3,July,18,Delivery,7808003,"Overall good experience, thank you!",8028917900,4,Positive
90298394,2023,Qtr 3,July,18,Product Quality,4575939,"Nothing to complain about, but nothing exceptional.",9143640828,3,Neutral
55060796,2023,Qtr 3,July,18,Product Quality,4712295,Product was damaged during delivery.,504060154,3,Negative
83236183,2023,Qtr 3,July,19,App Experience,6210024,The product met my expectations.,1111747100,3,Neutral
44928499,2023,Qtr 3,July,19,Customer Service,2917013,"Excellent quality, will buy again!",2016183232,4,Positive
24104630,2023,Qtr 3,July,19,Customer Service,8963005,"Nothing to complain about, but nothing exceptional.",6298008063,4,Neutral
39418109,2023,Qtr 3,July,19,Customer Service,3126568,The product met my expectations.,6080784069,4,Neutral
95428692,2023,Qtr 3,July,19,Delivery,9204348,"Nothing to complain about, but nothing exceptional.",4722653990,4,Neutral
68159723,2023,Qtr 3,July,19,Product Quality,9010621,"Delivery was fine, but the product could be better.",6729422433,3,Neutral
17132416,2023,Qtr 3,July,19,Product Quality,9435263,Delivery was late and I was unhappy.,1485229334,2,Negative
77661491,2023,Qtr 3,July,20,App Experience,903125,"Nothing to complain about, but nothing exceptional.",6846160702,4,Neutral
14428954,2023,Qtr 3,July,20,App Experience,1736546,"Overall good experience, thank you!",2461936988,5,Positive
4386273,2023,Qtr 3,July,20,App Experience,7710907,The order was incorrect.,2070610257,1,Negative
42514124,2023,Qtr 3,July,20,App Experience,2337523,The product met my expectations.,7774691391,4,Neutral
40055711,2023,Qtr 3,July,20,Customer Service,1380738,Customer service was very helpful.,6077755741,4,Positive
53025962,2023,Qtr 3,July,20,Customer Service,3304191,The product met my expectations.,520221662,3,Neutral
77869660,2023,Qtr 3,July,20,Delivery,7839999,Delivery was late and I was unhappy.,6191554160,1,Negative
47625855,2023,Qtr 3,July,20,Delivery,3639693,Taste was not as expected.,1645477578,1,Negative
76438648,2023,Qtr 3,July,20,Product Quality,1816876,Highly recommended!,4128844410,4,Positive
66140659,2023,Qtr 3,July,20,Product Quality,7321410,The product met my expectations.,3722869004,4,Neutral
98691989,2023,Qtr 3,July,21,App Experience,9229673,"Excellent quality, will buy again!",2811268404,4,Positive
12077371,2023,Qtr 3,July,21,App Experience,8998981,Product was damaged during delivery.,3727646442,2,Negative
1601161,2023,Qtr 3,July,21,App Experience,707024,Very happy with the service!,1080338783,5,Positive
13071673,2023,Qtr 3,July,21,Product Quality,3212356,Very happy with the service!,1772445313,5,Positive
4606533,2023,Qtr 3,July,22,App Experience,7943730,"Average experience, could improve.",9091185978,3,Neutral
6319646,2023,Qtr 3,July,22,App Experience,9092014,Great prices and fast delivery!,3342653518,4,Positive
62416456,2023,Qtr 3,July,22,Customer Service,3731630,"Average experience, could improve.",4009496217,4,Neutral
24496983,2023,Qtr 3,July,22,Customer Service,6991198,Good selection of products.,3812396179,4,Positive
26752630,2023,Qtr 3,July,23,App Experience,5072753,"Average experience, could improve.",8116880443,3,Neutral
65514005,2023,Qtr 3,July,23,App Experience,9206189,"Overall good experience, thank you!",4988875078,4,Positive
30468930,2023,Qtr 3,July,23,Customer Service,4776792,"It was okay, nothing special.",989844439,4,Neutral
6459100,2023,Qtr 3,July,23,Customer Service,7971835,Items were missing from my order.,6430529802,2,Negative
35156679,2023,Qtr 3,July,23,Customer Service,8679241,"Nothing to complain about, but nothing exceptional.",1221099013,4,Neutral
44562310,2023,Qtr 3,July,23,Delivery,8670669,Good selection of products.,6125813500,5,Positive
701493,2023,Qtr 3,July,23,Delivery,4408352,"It was okay, nothing special.",4228110436,3,Neutral
64497538,2023,Qtr 3,July,23,Delivery,9733512,Not worth the price I paid.,2819200158,1,Negative
69925688,2023,Qtr 3,July,23,Product Quality,3049354,Items were in perfect condition.,8167540645,5,Positive
89699655,2023,Qtr 3,July,23,Product Quality,4316711,Very disappointed with the quality.,838401679,3,Negative
61753272,2023,Qtr 3,July,23,Product Quality,152857,Will definitely order again.,2611601543,5,Positive
48418662,2023,Qtr 3,July,24,App Experience,2800449,Delivery was late and I was unhappy.,9475167773,2,Negative
26935187,2023,Qtr 3,July,24,App Experience,3743726,Items were in perfect condition.,773335066,4,Positive
54338574,2023,Qtr 3,July,24,App Experience,7117861,"Nothing to complain about, but nothing exceptional.",2643382562,3,Neutral
71615827,2023,Qtr 3,July,24,Customer Service,3666835,Delivery was late and I was unhappy.,6686839282,3,Negative
90150193,2023,Qtr 3,July,24,Customer Service,5209425,Very disappointed with the quality.,5149614189,2,Negative
20148223,2023,Qtr 3,July,24,Delivery,5021788,"Average experience, could improve.",730839483,3,Neutral
64823226,2023,Qtr 3,July,24,Delivery,1314891,"Delivery was fine, but the product could be better.",8764192824,4,Neutral
22613559,2023,Qtr 3,July,24,Delivery,6512144,"Excellent quality, will buy again!",3232762361,5,Positive
35278126,2023,Qtr 3,July,24,Product Quality,9247574,"Nothing to complain about, but nothing exceptional.",6994732191,3,Neutral
87718744,2023,Qtr 3,July,24,Product Quality,7512781,The order was incorrect.,6771166303,3,Negative
92636025,2023,Qtr 3,July,24,Product Quality,4382991,Will definitely order again.,3052167498,5,Positive
5763963,2023,Qtr 3,July,25,App Experience,6486974,I had a bad experience.,2370917070,1,Negative
78748184,2023,Qtr 3,July,25,App Experience,7777945,Very fresh and well-packaged.,6998410196,5,Positive
12967305,2023,Qtr 3,July,25,Customer Service,7574741,Great prices and fast delivery!,6418604551,5,Positive
26936578,2023,Qtr 3,July,25,Customer Service,8963236,The product met my expectations.,9300178512,3,Neutral
21597477,2023,Qtr 3,July,25,Delivery,3539036,"It was okay, nothing special.",3043364543,4,Neutral
62600289,2023,Qtr 3,July,25,Product Quality,2313608,"Excellent quality, will buy again!",9487956261,5,Positive
49529811,2023,Qtr 3,July,25,Product Quality,4497966,Great prices and fast delivery!,2356483296,4,Positive
93370787,2023,Qtr 3,July,25,Product Quality,8183319,"Nothing to complain about, but nothing exceptional.",9228072842,4,Neutral
24308515,2023,Qtr 3,July,26,App Experience,6368426,The order was incorrect.,2272892659,3,Negative
14944819,2023,Qtr 3,July,26,Customer Service,4424806,Good selection of products.,6074172790,4,Positive
10945990,2023,Qtr 3,July,26,Customer Service,7118563,Highly recommended!,1069724600,5,Positive
66023110,2023,Qtr 3,July,26,Customer Service,6376860,Will definitely order again.,4071811527,4,Positive
10524732,2023,Qtr 3,July,26,Delivery,8149792,"Average experience, could improve.",5130838561,4,Neutral
6245778,2023,Qtr 3,July,26,Product Quality,5074782,Will definitely order again.,3883638432,5,Positive
87669943,2023,Qtr 3,July,27,App Experience,4562866,I had a bad experience.,7816293360,2,Negative
81541985,2023,Qtr 3,July,27,App Experience,3229379,The product met my expectations.,1508576390,4,Neutral
89910157,2023,Qtr 3,July,27,Customer Service,7899107,The packaging was poor.,3858907413,2,Negative
10857389,2023,Qtr 3,July,27,Delivery,8452294,"Average experience, could improve.",6311012195,4,Neutral
53292177,2023,Qtr 3,July,27,Delivery,2193982,Customer service was very helpful.,9272166174,5,Positive
90882023,2023,Qtr 3,July,27,Delivery,9649572,"Delivery was fine, but the product could be better.",914992221,4,Neutral
68016312,2023,Qtr 3,July,27,Delivery,4258919,Items were in perfect condition.,4706569127,5,Positive
47577193,2023,Qtr 3,July,27,Delivery,7168244,Product was damaged during delivery.,65827885,1,Negative
80850753,2023,Qtr 3,July,27,Product Quality,5700999,"Average experience, could improve.",6756007265,4,Neutral
29689766,2023,Qtr 3,July,27,Product Quality,975325,"Excellent quality, will buy again!",8608686211,5,Positive
61018852,2023,Qtr 3,July,28,App Experience,10270278,Customer service was not helpful.,10086325617,5,Negative
76970363,2023,Qtr 3,July,28,App Experience,859913,Customer service was very helpful.,598539940,4,Positive
41008070,2023,Qtr 3,July,28,App Experience,3422410,"It was okay, nothing special.",414299117,4,Neutral
72489544,2023,Qtr 3,July,28,App Experience,8635734,Very disappointed with the quality.,1997833025,1,Negative
21461764,2023,Qtr 3,July,28,Customer Service,8082919,I had a bad experience.,8955573840,3,Negative
65815155,2023,Qtr 3,July,28,Customer Service,8188900,"Nothing to complain about, but nothing exceptional.",3602554049,4,Neutral
81533356,2023,Qtr 3,July,28,Customer Service,2919734,Very disappointed with the quality.,1789010378,1,Negative
73933840,2023,Qtr 3,July,28,Delivery,1889158,"It was okay, nothing special.",5004539711,3,Neutral
56250563,2023,Qtr 3,July,28,Delivery,945453,Items were in perfect condition.,2444087306,5,Positive
92404798,2023,Qtr 3,July,28,Delivery,6962998,"Nothing to complain about, but nothing exceptional.",6419533291,3,Neutral
7687234,2023,Qtr 3,July,28,Product Quality,8508135,"It was okay, nothing special.",3483689828,4,Neutral
98540377,2023,Qtr 3,July,28,Product Quality,2975338,Product was damaged during delivery.,6822492679,1,Negative
97315135,2023,Qtr 3,July,29,App Experience,9992700,Delivery was late and I was unhappy.,8310385249,1,Negative
96989204,2023,Qtr 3,July,29,App Experience,9727139,"Nothing to complain about, but nothing exceptional.",7380998329,4,Neutral
15529446,2023,Qtr 3,July,29,App Experience,9413424,"Overall good experience, thank you!",7081192087,4,Positive
22293666,2023,Qtr 3,July,29,Customer Service,9351661,Delivery was late and I was unhappy.,3598818329,1,Negative
79916464,2023,Qtr 3,July,29,Customer Service,7032178,Not worth the price I paid.,8591576320,3,Negative
90184276,2023,Qtr 3,July,29,Product Quality,9759244,"Excellent quality, will buy again!",9665004924,4,Positive
11047835,2023,Qtr 3,July,30,Customer Service,5585970,Highly recommended!,7367717333,4,Positive
33481252,2023,Qtr 3,July,30,Customer Service,1224148,Not worth the price I paid.,805682701,2,Negative
33370343,2023,Qtr 3,July,30,Delivery,9506434,Customer service was not helpful.,2855402284,3,Negative
27513158,2023,Qtr 3,July,30,Delivery,5074144,I had a bad experience.,4461389660,1,Negative
55405102,2023,Qtr 3,July,30,Product Quality,5317746,"Delivery was fine, but the product could be better.",4049642687,6,Neutral
3408982,2023,Qtr 3,July,31,App Experience,9517520,Delivery was late and I was unhappy.,5938542755,1,Negative
6856445,2023,Qtr 3,July,31,App Experience,1296900,"It was okay, nothing special.",755143077,4,Neutral
41878908,2023,Qtr 3,July,31,App Experience,4262892,The product met my expectations.,3692405872,3,Neutral
75244116,2023,Qtr 3,July,31,Customer Service,619434,"Delivery was fine, but the product could be better.",3103539793,3,Neutral
46699982,2023,Qtr 3,July,31,Customer Service,4122440,Highly recommended!,2390228992,4,Positive
44723662,2023,Qtr 3,July,31,Customer Service,1693544,"Overall good experience, thank you!",4901288364,5,Positive
97475543,2023,Qtr 3,July,31,Delivery,7546504,"Average experience, could improve.",1002526452,4,Neutral
34668988,2023,Qtr 3,July,31,Product Quality,4009881,Great prices and fast delivery!,1001453982,5,Positive
67908555,2023,Qtr 3,July,31,Product Quality,1605327,"Nothing to complain about, but nothing exceptional.",5740294639,4,Neutral
57474553,2023,Qtr 3,July,31,Product Quality,7828080,The order was incorrect.,6664301655,1,Negative
1449273,2023,Qtr 3,August,1,App Experience,7318240,"Excellent quality, will buy again!",7816842690,5,Positive
85250437,2023,Qtr 3,August,1,App Experience,13330432,"Nothing to complain about, but nothing exceptional.",12740517763,8,Neutral
66361561,2023,Qtr 3,August,1,App Experience,16976871,Very fresh and well-packaged.,8470699133,8,Positive
76987910,2023,Qtr 3,August,1,Customer Service,6334835,"Delivery was fine, but the product could be better.",6715699166,4,Neutral
21658322,2023,Qtr 3,August,1,Customer Service,1523690,Delivery was late and I was unhappy.,6933011590,2,Negative
31384626,2023,Qtr 3,August,1,Customer Service,3384872,"Overall good experience, thank you!",6932426427,5,Positive
73586244,2023,Qtr 3,August,1,Customer Service,5794687,The product met my expectations.,614435661,4,Neutral
93924203,2023,Qtr 3,August,1,Customer Service,2996435,Very happy with the service!,1564040362,4,Positive
10769994,2023,Qtr 3,August,1,Delivery,1822011,"It was okay, nothing special.",2625987757,3,Neutral
24144240,2023,Qtr 3,August,1,Delivery,4321551,"Nothing to complain about, but nothing exceptional.",4748123248,4,Neutral
57896058,2023,Qtr 3,August,1,Product Quality,3934685,"It was okay, nothing special.",9121393476,4,Neutral
5226128,2023,Qtr 3,August,1,Product Quality,2048063,"Nothing to complain about, but nothing exceptional.",1665004352,3,Neutral
15796277,2023,Qtr 3,August,1,Product Quality,5863550,"Overall good experience, thank you!",1967283733,5,Positive
81584486,2023,Qtr 3,August,2,App Experience,5727820,Items were missing from my order.,5309699078,3,Negative
54797119,2023,Qtr 3,August,2,App Experience,4387983,Not worth the price I paid.,2758734705,3,Negative
49529811,2023,Qtr 3,August,2,App Experience,983879,"Overall good experience, thank you!",266072469,4,Positive
33685414,2023,Qtr 3,August,2,Customer Service,2402033,Customer service was very helpful.,2859660695,4,Positive
10951674,2023,Qtr 3,August,2,Customer Service,600446,Delivery was late and I was unhappy.,9090089969,3,Negative
89476734,2023,Qtr 3,August,2,Product Quality,213163,I had a bad experience.,7732863862,3,Negative
50781611,2023,Qtr 3,August,3,App Experience,4813092,Delivery was late and I was unhappy.,8860588793,1,Negative
55060796,2023,Qtr 3,August,3,Delivery,9779614,"Delivery was fine, but the product could be better.",4622303035,4,Neutral
82948843,2023,Qtr 3,August,3,Delivery,3346471,Highly recommended!,7503255456,4,Positive
40277444,2023,Qtr 3,August,3,Product Quality,118938,The order was incorrect.,3508620293,1,Negative
20360447,2023,Qtr 3,August,4,App Experience,8208192,Customer service was very helpful.,2718508408,5,Positive
19275474,2023,Qtr 3,August,4,Customer Service,1828748,"Average experience, could improve.",8700151605,3,Neutral
12507907,2023,Qtr 3,August,4,Customer Service,4078784,Taste was not as expected.,3202903413,1,Negative
55170753,2023,Qtr 3,August,4,Product Quality,918917,Customer service was not helpful.,961607638,1,Negative
92404798,2023,Qtr 3,August,4,Product Quality,3352610,Very fresh and well-packaged.,2748368258,4,Positive
75244116,2023,Qtr 3,August,5,App Experience,3957326,Items were missing from my order.,7415765726,3,Negative
90021871,2023,Qtr 3,August,5,App Experience,8452137,Will definitely order again.,10448052,4,Positive
46504355,2023,Qtr 3,August,5,Customer Service,8051225,"Delivery was fine, but the product could be better.",5812379362,4,Neutral
85561151,2023,Qtr 3,August,5,Customer Service,597980,Great prices and fast delivery!,6193826826,4,Positive
1603358,2023,Qtr 3,August,5,Customer Service,1790853,Items were in perfect condition.,4361797433,5,Positive
43052303,2023,Qtr 3,August,5,Customer Service,9421905,Very happy with the service!,3441042301,4,Positive
81541985,2023,Qtr 3,August,5,Delivery,1014391,"It was okay, nothing special.",3159133564,4,Neutral
