Sum of product_id,Sum of campaign_id,campaign_name,channel,Sum of clicks,Sum of conversions,Year,Quarter,Month,Day,Sum of impressions,Sum of revenue_generated,Sum of roas,Sum of spend,target_audience
9310920091,951717,Category Promotion,App,725,25,2024,Qtr 1,January,17,2396,8547.07,3.31,3537.65,New Users
9310920091,50840,Category Promotion,App,132,29,2024,Qtr 1,January,31,2846,9130.17,3.87,1576.42,All
9310920091,428461,Category Promotion,App,875,17,2024,Qtr 1,February,1,7819,9394.36,2.25,3344.6,New Users
9310920091,376291,Category Promotion,App,883,27,2024,Qtr 1,February,3,1786,4961.39,2.87,1919.98,Premium
9310920091,788001,Category Promotion,App,851,56,2024,Qtr 1,February,5,1966,8224.17,3.91,3525.18,All
9310920091,417740,Category Promotion,App,966,48,2024,Qtr 1,February,20,1623,3112.22,1.82,3275.09,New Users
9310920091,934573,Category Promotion,App,394,62,2024,Qtr 1,February,23,6259,9582.62,2.27,1345.3,Premium
9310920091,137341,Category Promotion,App,189,88,2024,Qtr 1,February,24,9797,3947.84,2.4,3160.22,New Users
9310920091,953439,Category Promotion,App,320,84,2024,Qtr 1,February,25,6148,9378.37,2.1,4982.21,New Users
9310920091,588079,Category Promotion,App,816,72,2024,Qtr 1,February,28,2975,8602.31,3.61,4891.95,Inactive
9310920091,225577,Category Promotion,App,296,57,2024,Qtr 1,February,29,3826,4963.16,3.04,4628.33,Inactive
9310920091,474850,Category Promotion,App,566,27,2024,Qtr 1,March,1,4710,8794.9,1.87,4846.93,New Users
9310920091,436730,Category Promotion,App,805,44,2024,Qtr 1,March,7,5026,4361.29,2.28,1213.33,New Users
9310920091,591744,Category Promotion,App,235,80,2024,Qtr 1,March,9,9048,2165.87,2.75,4637.6,All
9310920091,705620,Category Promotion,App,288,47,2024,Qtr 1,March,11,3451,4172.21,2.28,3988.62,Premium
9310920091,2160,Category Promotion,App,679,50,2024,Qtr 1,March,15,1020,2364.06,3.75,3036.79,Premium
9310920091,436295,Category Promotion,App,601,83,2024,Qtr 1,March,19,1894,4164.06,2.48,2611.81,New Users
9310920091,550041,Category Promotion,App,663,31,2024,Qtr 1,March,26,8263,8148.18,2.79,4539.81,Inactive
9310920091,908052,Category Promotion,App,623,98,2024,Qtr 2,April,9,4392,5943.4,3.04,1293.64,Premium
9310920091,119823,Category Promotion,App,943,14,2024,Qtr 2,April,15,9699,7402.6,1.69,3149.37,New Users
9310920091,45874,Category Promotion,App,544,42,2024,Qtr 2,April,16,7757,2952.19,3.03,3514.07,All
9310920091,318106,Category Promotion,App,145,97,2024,Qtr 2,April,17,1436,6807.94,2.38,4140.79,All
9310920091,179095,Category Promotion,App,138,75,2024,Qtr 2,April,18,2118,3537.4,2.3,2907.29,Inactive
9310920091,742464,Category Promotion,App,604,82,2024,Qtr 2,April,22,6464,8032.84,2.53,3711.89,New Users
9310920091,332518,Category Promotion,App,536,18,2024,Qtr 2,May,5,8743,7359.54,1.68,3808.7,New Users
9310920091,832240,Category Promotion,App,670,32,2024,Qtr 2,May,6,8598,3798.91,3.67,3103.54,Premium
9310920091,77524,Category Promotion,App,453,94,2024,Qtr 2,May,7,6654,3835.14,2.32,2484.5,Inactive
9310920091,749135,Category Promotion,App,711,52,2024,Qtr 2,May,10,5381,8095.53,2.82,3890.82,Inactive
9310920091,328453,Category Promotion,App,642,64,2024,Qtr 2,May,11,9264,9105.04,1.68,3546.45,Premium
9310920091,8105,Category Promotion,App,950,83,2024,Qtr 2,May,16,1680,9286.64,2.6,3277.2,Premium
9310920091,7791,Category Promotion,App,914,32,2024,Qtr 2,May,27,6379,5909.45,2.17,1669.01,Inactive
9310920091,152034,Category Promotion,App,260,14,2024,Qtr 2,June,4,5838,3310.02,3.54,4527.48,All
9310920091,363025,Category Promotion,App,346,25,2024,Qtr 2,June,5,1036,4444.4,2.21,4369.75,All
9310920091,327527,Category Promotion,App,309,73,2024,Qtr 2,June,13,9436,9452.52,2.63,2501.44,All
9310920091,272500,Category Promotion,App,124,50,2024,Qtr 2,June,18,9834,5272.86,1.83,1448.38,All
9310920091,856955,Category Promotion,App,228,54,2024,Qtr 2,June,20,9042,6162.55,2.7,4882.17,New Users
9310920091,549440,Category Promotion,App,427,26,2024,Qtr 2,June,27,8080,9391.55,1.58,4881.88,Premium
9310920091,424670,Category Promotion,App,152,71,2024,Qtr 2,June,29,1444,9714.68,2.36,2805.14,Premium
9310920091,677909,Category Promotion,App,281,67,2024,Qtr 2,June,30,6879,8928.52,3.67,1482.59,Inactive
9310920091,133861,Category Promotion,App,637,99,2024,Qtr 3,July,4,3083,6757.26,3.04,3039.8,All
9310920091,54772,Category Promotion,App,725,83,2024,Qtr 3,July,12,9679,5918.21,1.59,3628.95,All
9310920091,858374,Category Promotion,App,286,54,2024,Qtr 3,July,13,6372,5341.12,3.5,4214.35,All
9310920091,333795,Category Promotion,App,186,59,2024,Qtr 3,July,17,8353,8200.55,2.75,3201.53,Premium
9310920091,783705,Category Promotion,App,851,18,2024,Qtr 3,July,18,7715,2328.8,1.91,3437.52,New Users
9310920091,943724,Category Promotion,App,678,65,2024,Qtr 3,July,19,8474,5372.35,2.55,4335.04,Inactive
9310920091,218735,Category Promotion,App,757,62,2024,Qtr 3,July,29,5193,3697.08,3.61,1634.45,Premium
9310920091,800174,Category Promotion,App,347,47,2024,Qtr 3,July,31,7638,8603.47,3.08,2074.27,All
9310920091,725462,Category Promotion,App,178,60,2024,Qtr 3,August,1,7644,2725.65,3.55,4100.43,New Users
9310920091,960855,Category Promotion,App,425,25,2024,Qtr 3,August,3,8400,5006.07,3.79,2598.39,Premium
9310920091,534512,Category Promotion,App,577,19,2024,Qtr 3,August,6,5280,2588.43,2.17,2628.52,Inactive
9310920091,899116,Category Promotion,App,479,24,2024,Qtr 3,August,10,8372,4989.33,2.68,2906.11,All
9310920091,917306,Category Promotion,App,247,89,2024,Qtr 3,August,23,6000,3175.08,3.26,1802.4,New Users
9310920091,128968,Category Promotion,App,302,38,2024,Qtr 3,August,24,7657,6093.93,2.47,1678.27,Premium
9310920091,192426,Category Promotion,App,735,46,2024,Qtr 3,August,25,1189,2730.5,3.18,2554.76,Inactive
9310920091,742481,Category Promotion,App,428,29,2024,Qtr 3,August,27,1273,4304.91,2.76,2093.15,Premium
9310920091,531087,Category Promotion,App,321,74,2024,Qtr 3,August,29,2945,9955.62,3.24,2394.67,All
9310920091,134796,Category Promotion,App,110,26,2024,Qtr 3,August,30,2565,7866.39,3.98,4959.67,All
9310920091,106315,Category Promotion,App,535,40,2024,Qtr 3,August,31,2915,8693.91,3.12,3758,All
9310920091,36547,Category Promotion,App,897,28,2024,Qtr 3,September,7,2034,2436.29,3.36,3570.22,Inactive
9310920091,71446,Category Promotion,App,611,36,2024,Qtr 3,September,8,7445,2079.66,2.06,3476.88,Premium
9310920091,353164,Category Promotion,App,283,46,2024,Qtr 3,September,17,6998,7301.58,3.92,3344.54,All
9310920091,802312,Category Promotion,App,531,58,2024,Qtr 3,September,18,7869,2735.78,1.64,4562.91,New Users
9310920091,23447,Category Promotion,App,552,53,2024,Qtr 3,September,19,4528,3380.76,3.42,1484.54,All
9310920091,713584,Category Promotion,App,366,56,2024,Qtr 3,September,20,2525,3178.72,2.18,4471.69,All
9310920091,860225,Category Promotion,App,309,81,2024,Qtr 3,September,25,4389,3960.92,3.76,4860.67,Premium
9310920091,390180,Category Promotion,App,823,77,2024,Qtr 3,September,27,2419,4884.14,1.57,4988.39,New Users
9310920091,592974,Category Promotion,App,260,75,2024,Qtr 4,October,4,4701,3506.19,1.92,4980.88,New Users
9310920091,608227,Category Promotion,App,801,95,2024,Qtr 4,October,5,6540,6385.74,3.17,1269.01,New Users
9310920091,681783,Category Promotion,App,997,13,2024,Qtr 4,October,9,6641,4278.97,3.82,4227.26,All
9310920091,880055,Category Promotion,App,422,77,2024,Qtr 4,October,10,3864,9190.04,2.27,4521.91,Premium
9310920091,167425,Category Promotion,App,763,87,2024,Qtr 4,October,13,7572,6294.83,2.14,2233.11,New Users
9310920091,668975,Category Promotion,App,972,80,2024,Qtr 4,October,25,5437,7105.69,1.59,4583.85,New Users
9310920091,618403,Category Promotion,App,198,99,2024,Qtr 4,October,28,1153,4935.65,1.84,3455.94,Inactive
9310920091,294530,Category Promotion,App,860,76,2024,Qtr 4,November,3,4630,3326.76,1.86,4337.91,All
9310920091,712164,Category Promotion,App,321,88,2024,Qtr 4,November,4,4813,6494.09,2.55,2512.51,All
9310920091,176344,Category Promotion,App,421,40,2024,Qtr 4,November,5,4333,6697.88,3.89,2714.78,Inactive
9310920091,479353,Category Promotion,Email,799,46,2023,Qtr 1,March,20,5989,3576.48,2.19,2310.46,New Users
9310920091,255650,Category Promotion,Email,720,88,2023,Qtr 1,March,23,7752,9979.12,3.27,2303.66,Inactive
9310920091,759139,Category Promotion,Email,144,67,2023,Qtr 1,March,25,8528,6130.27,3.89,4893.44,New Users
9310920091,310654,Category Promotion,Email,834,26,2023,Qtr 1,March,31,9458,4444.8,1.84,2352.62,All
9310920091,656675,Category Promotion,Email,587,79,2023,Qtr 2,April,1,1377,6890.15,3.54,4314.61,Inactive
9310920091,833546,Category Promotion,Email,263,58,2023,Qtr 2,April,3,8045,4167.68,1.68,2276.2,Inactive
9310920091,937642,Category Promotion,Email,684,33,2023,Qtr 2,April,4,2550,7262.73,1.67,2725.61,Premium
9310920091,228000,Category Promotion,Email,895,89,2023,Qtr 2,April,10,3411,2786.06,3.83,3497.26,All
9310920091,588500,Category Promotion,Email,295,68,2023,Qtr 2,April,11,3743,9110.79,2.99,4638.37,Premium
9310920091,575516,Category Promotion,Email,255,76,2023,Qtr 2,April,15,1630,9935.59,1.66,1894.59,Premium
9310920091,151163,Category Promotion,Email,682,56,2023,Qtr 2,April,18,1458,9435.14,3.21,1422.03,All
9310920091,489367,Category Promotion,Email,670,38,2023,Qtr 2,April,23,5757,3067.07,3.11,3584.1,Inactive
9310920091,642380,Category Promotion,Email,116,54,2023,Qtr 2,April,25,8991,4039.13,3.38,1649.92,New Users
9310920091,871327,Category Promotion,Email,293,14,2023,Qtr 2,April,27,7002,6831.3,3.14,3709.21,Inactive
9310920091,478646,Category Promotion,Email,322,64,2023,Qtr 2,April,29,1112,6831.32,2.99,1715.26,Premium
9310920091,278796,Category Promotion,Email,746,32,2023,Qtr 2,April,30,3814,5441.7,3.06,4636.3,Premium
9310920091,194588,Category Promotion,Email,118,46,2023,Qtr 2,May,4,8610,9849.44,1.65,3350.49,Inactive
9310920091,334438,Category Promotion,Email,679,16,2023,Qtr 2,May,6,3617,7044.96,2.95,4131.56,Inactive
9310920091,925862,Category Promotion,Email,906,49,2023,Qtr 2,May,7,7569,3752.23,1.54,4127.7,New Users
9310920091,635834,Category Promotion,Email,355,30,2023,Qtr 2,May,9,7222,3435.73,2.32,3911.2,Premium
9310920091,767585,Category Promotion,Email,997,83,2023,Qtr 2,May,13,7895,5470.79,1.76,4816.44,Premium
9310920091,448094,Category Promotion,Email,492,78,2023,Qtr 2,May,21,4837,3954.98,2.63,2551.81,All
9310920091,540653,Category Promotion,Email,806,98,2023,Qtr 2,May,25,5120,2637.49,3.84,4287.13,All
9310920091,164983,Category Promotion,Email,493,51,2023,Qtr 2,June,3,2100,8986.16,3.32,3052.21,New Users
9310920091,451132,Category Promotion,Email,717,45,2023,Qtr 2,June,11,2417,3018.22,2.83,4175.39,All
9310920091,636604,Category Promotion,Email,322,31,2023,Qtr 2,June,15,5383,9687.54,3.01,3052.48,All
9310920091,200575,Category Promotion,Email,725,34,2023,Qtr 2,June,20,9372,4303.25,3.05,3041.04,All
9310920091,905593,Category Promotion,Email,376,19,2023,Qtr 2,June,28,7688,3672.23,2.99,3654.01,Inactive
9310920091,558205,Category Promotion,Email,494,28,2023,Qtr 3,July,6,4883,7891.06,1.5,3450.1,Premium
9310920091,305950,Category Promotion,Email,619,84,2023,Qtr 3,July,15,4255,9208.86,2.32,2276.84,All
9310920091,596239,Category Promotion,Email,428,23,2023,Qtr 3,July,17,1112,7362.99,3.02,3880.69,All
9310920091,824305,Category Promotion,Email,640,40,2023,Qtr 3,July,22,3548,3176.68,3.24,3330.64,All
9310920091,967464,Category Promotion,Email,702,62,2023,Qtr 3,August,1,1788,3321.06,3.8,4638.16,All
9310920091,770958,Category Promotion,Email,664,90,2023,Qtr 3,August,3,2095,9543.15,2.51,1621.55,Inactive
9310920091,165721,Category Promotion,Email,548,33,2023,Qtr 3,August,6,5440,8838.86,2.64,3339.81,Premium
9310920091,458622,Category Promotion,Email,485,15,2023,Qtr 3,August,10,9661,6586.53,2.58,4573.44,All
9310920091,54478,Category Promotion,Email,250,34,2023,Qtr 3,August,11,1554,6871.28,1.75,4320.04,All
9310920091,398697,Category Promotion,Email,730,91,2023,Qtr 3,August,12,9881,7932.63,3.15,1534.22,All
9310920091,669008,Category Promotion,Email,830,40,2023,Qtr 3,August,22,5257,5570.11,2.11,1473.3,Premium
9310920091,222959,Category Promotion,Email,148,11,2023,Qtr 3,August,24,2722,6360.14,3.1,1428.35,Premium
9310920091,981294,Category Promotion,Email,431,88,2023,Qtr 3,August,28,2727,7180.35,2.13,3155.94,New Users
9310920091,30302,Category Promotion,Email,375,37,2023,Qtr 3,September,1,5265,4258.9,2.49,4831.55,All
9310920091,119462,Category Promotion,Email,938,11,2023,Qtr 3,September,9,7293,5847.76,1.82,3132.63,All
9310920091,270717,Category Promotion,Email,150,34,2023,Qtr 3,September,12,8415,3977.18,2.13,2935.21,New Users
9310920091,173976,Category Promotion,Email,515,51,2023,Qtr 3,September,13,5401,3085.4,3.69,4991.76,New Users
9310920091,222022,Category Promotion,Email,305,50,2023,Qtr 3,September,14,5983,8337.15,1.99,3211.33,Premium
9310920091,20729,Category Promotion,Email,884,25,2023,Qtr 3,September,15,5849,3724.69,3.54,2724.69,Inactive
9310920091,763904,Category Promotion,Email,735,91,2023,Qtr 3,September,18,8504,6448.09,3.97,1360.45,All
9310920091,711128,Category Promotion,Email,226,56,2023,Qtr 3,September,28,6599,7965.19,2.8,1515.22,New Users
9310920091,356512,Category Promotion,Email,632,40,2023,Qtr 4,October,4,6860,8824.69,1.52,3352.69,Inactive
9310920091,170409,Category Promotion,Email,391,33,2023,Qtr 4,October,23,3918,9500.4,3.37,3442.95,All
9310920091,349173,Category Promotion,Email,668,66,2023,Qtr 4,October,24,9660,8003.46,2.9,3464.13,New Users
9310920091,768546,Category Promotion,Email,994,54,2023,Qtr 4,November,2,5944,3024.21,2.41,1288.37,Premium
9310920091,988214,Category Promotion,Email,507,26,2023,Qtr 4,November,3,6455,6897.51,3.76,1378.74,Premium
9310920091,325083,Category Promotion,Email,253,66,2023,Qtr 4,November,7,3246,4968.11,3.63,3568.36,New Users
9310920091,228666,Category Promotion,Email,991,94,2023,Qtr 4,November,13,3150,8422.26,1.74,2324.26,New Users
9310920091,351040,Category Promotion,Email,518,38,2023,Qtr 4,November,14,9822,2754.09,1.59,3215.07,Premium
9310920091,274032,Category Promotion,Email,755,30,2023,Qtr 4,November,22,5939,7679.75,3.12,4837.35,All
9310920091,231244,Category Promotion,Email,947,64,2023,Qtr 4,November,23,7180,3264.19,2.44,3229.85,All
9310920091,222513,Category Promotion,Email,650,75,2023,Qtr 4,November,27,7674,6935.03,1.53,4476.92,Premium
9310920091,733230,Category Promotion,Email,205,39,2023,Qtr 4,November,29,7789,8459.82,2.66,1154.77,New Users
9310920091,66039,Category Promotion,Email,992,13,2023,Qtr 4,December,2,9821,5132.39,3.19,3490.77,Premium
9310920091,376804,Category Promotion,Email,936,50,2023,Qtr 4,December,3,3657,3441.23,3.53,1965.11,Premium
9310920091,574292,Category Promotion,Email,674,14,2023,Qtr 4,December,6,6779,9395.81,2.33,1753.91,All
9310920091,3444,Category Promotion,Email,832,80,2023,Qtr 4,December,12,7349,8255.5,2.25,4255.49,All
9310920091,887270,Category Promotion,Email,954,15,2023,Qtr 4,December,17,4485,7109.35,1.95,4034.18,Premium
9310920091,242175,Category Promotion,Email,388,31,2023,Qtr 4,December,22,9066,5396.61,1.88,1543.89,All
9310920091,616855,Category Promotion,Email,291,78,2023,Qtr 4,December,23,7652,7073.24,3.97,2503.67,New Users
9310920091,683776,Category Promotion,Email,565,33,2023,Qtr 4,December,24,4423,5239.72,2.14,3755.46,Inactive
9310920091,878745,Category Promotion,Email,101,36,2023,Qtr 4,December,31,1529,6723.1,1.72,1781.97,New Users
9310920091,360798,Category Promotion,Email,553,11,2024,Qtr 1,January,1,1301,4347.27,2.08,3686.46,Inactive
9310920091,413863,Category Promotion,Email,293,37,2024,Qtr 1,January,2,5846,2143.92,3.59,2628.26,Premium
9310920091,281799,Category Promotion,Email,826,50,2024,Qtr 1,January,10,5565,2359.65,2.32,3425.01,Premium
9310920091,655868,Category Promotion,Email,670,61,2024,Qtr 1,January,11,4756,8818.44,1.84,3510.33,New Users
9310920091,490812,Category Promotion,Email,308,57,2024,Qtr 1,January,16,1918,9714.45,3.52,3150.05,All
9310920091,856112,Category Promotion,Email,203,92,2024,Qtr 1,January,19,3541,7574.02,3.35,1535.59,Premium
9310920091,117816,Category Promotion,Email,876,82,2024,Qtr 1,January,20,5633,4461.97,3.5,4289.46,Premium
9310920091,195934,Category Promotion,Email,411,64,2024,Qtr 1,January,24,7985,4196.61,3.6,3685.87,New Users
9310920091,219590,Category Promotion,Email,761,97,2024,Qtr 1,January,27,7262,2145.33,3.18,1123.52,Inactive
9310920091,795171,Category Promotion,Email,692,26,2024,Qtr 1,February,2,8545,2176.08,3.8,3098.49,All
9310920091,701730,Category Promotion,Email,305,71,2024,Qtr 1,February,9,1583,8325.66,3.91,2940.64,All
9310920091,37283,Category Promotion,Email,963,81,2024,Qtr 1,February,15,5911,4404.72,1.69,4538.43,Premium
9310920091,168573,Category Promotion,Email,523,15,2024,Qtr 1,February,16,8720,6723.48,2.41,4508.09,All
9310920091,205135,Category Promotion,Email,937,84,2024,Qtr 1,February,18,7416,8572.43,3.12,1536.33,Inactive
9310920091,51194,Category Promotion,Email,116,80,2024,Qtr 1,February,19,7154,4523.49,3.7,2565.35,All
9310920091,281093,Category Promotion,Email,143,26,2024,Qtr 1,February,21,8403,6977.77,3.85,2918.53,Premium
9310920091,884042,Category Promotion,Email,261,51,2024,Qtr 1,February,26,8471,6871.79,3.75,4485.07,New Users
9310920091,742672,Category Promotion,Email,566,15,2024,Qtr 1,March,2,2863,2317.1,3.31,4193.66,All
9310920091,484945,Category Promotion,Email,585,86,2024,Qtr 1,March,4,3199,9165.48,2.73,1137.8,New Users
9310920091,741704,Category Promotion,Email,636,69,2024,Qtr 1,March,8,5323,3699.66,3.3,3436.98,New Users
9310920091,868614,Category Promotion,Email,399,73,2024,Qtr 1,March,10,3592,5524.82,3.04,3158.22,Inactive
9310920091,867075,Category Promotion,Email,818,65,2024,Qtr 1,March,14,2543,5083.81,2.81,4015.45,Inactive
9310920091,959986,Category Promotion,Email,680,42,2024,Qtr 1,March,20,9349,9492.35,3.86,3953.12,All
9310920091,993106,Category Promotion,Email,119,100,2024,Qtr 1,March,23,9844,3238.31,3.21,4427.22,New Users
9310920091,935100,Category Promotion,Email,403,80,2024,Qtr 1,March,25,5720,3579.21,3.79,4432.67,New Users
9310920091,730069,Category Promotion,Email,799,20,2024,Qtr 1,March,27,5941,3821.61,2.26,3699.9,All
9310920091,207330,Category Promotion,Email,345,80,2024,Qtr 1,March,30,7177,8301.93,1.7,1291.92,All
9310920091,172828,Category Promotion,Email,932,89,2024,Qtr 1,March,31,8250,7766.43,3.6,1849.9,Inactive
9310920091,971565,Category Promotion,Email,731,77,2024,Qtr 2,April,1,1252,9164.83,3.45,2608.76,All
9310920091,819722,Category Promotion,Email,142,96,2024,Qtr 2,April,2,6910,2726.12,3.96,2289.85,Inactive
9310920091,464900,Category Promotion,Email,369,99,2024,Qtr 2,April,5,4353,4778.97,2.61,1819.47,All
9310920091,422346,Category Promotion,Email,258,53,2024,Qtr 2,April,7,7096,2461.03,2.52,3735.67,Premium
9310920091,785334,Category Promotion,Email,820,32,2024,Qtr 2,April,25,8640,9706.69,3.64,2411.16,New Users
9310920091,141194,Category Promotion,Email,240,98,2024,Qtr 2,April,27,4433,2056.62,2.16,2962.64,Inactive
9310920091,598149,Category Promotion,Email,170,45,2024,Qtr 2,April,29,2882,4294.09,1.93,1754.14,Premium
9310920091,51357,Category Promotion,Email,921,19,2024,Qtr 2,May,1,2017,2987.01,2.5,2454.62,All
9310920091,867731,Category Promotion,Email,790,99,2024,Qtr 2,May,4,7974,4094.01,3.86,1208.07,New Users
9310920091,429549,Category Promotion,Email,595,33,2024,Qtr 2,May,14,7542,6872.61,2.27,3920.16,Inactive
9310920091,768402,Category Promotion,Email,849,48,2024,Qtr 2,May,15,9696,9244.4,2.34,1679.06,All
9310920091,108743,Category Promotion,Email,477,31,2024,Qtr 2,May,17,6500,7196.46,1.51,4956.83,Inactive
9310920091,930503,Category Promotion,Email,788,24,2024,Qtr 2,May,18,8519,7466.85,3.56,2984.84,Premium
9310920091,221171,Category Promotion,Email,944,74,2024,Qtr 2,May,20,8422,2067.33,1.53,4922.14,Premium
9310920091,445847,Category Promotion,Email,996,87,2024,Qtr 2,May,21,8107,8685.97,2.04,2741.34,Inactive
9310920091,508628,Category Promotion,Email,617,47,2024,Qtr 2,May,22,4137,6237.3,2.94,2503.06,Premium
9310920091,949753,Category Promotion,Email,519,27,2024,Qtr 2,May,24,5628,3494.56,3.51,3937.98,Premium
9310920091,744948,Category Promotion,Email,198,84,2024,Qtr 2,May,25,3437,6996.61,2.18,3443.8,Inactive
9310920091,431185,Category Promotion,Email,811,74,2024,Qtr 2,June,1,2060,9822.99,3.86,2139.41,All
9310920091,745651,Category Promotion,Email,826,92,2024,Qtr 2,June,3,3741,6597.82,1.99,1071.88,Inactive
9310920091,534939,Category Promotion,Email,908,67,2024,Qtr 2,June,12,1197,9028.71,2.53,4173.14,All
9310920091,958569,Category Promotion,Email,262,54,2024,Qtr 2,June,17,6554,7891.14,3.67,2766.46,New Users
9310920091,372223,Category Promotion,Email,492,50,2024,Qtr 2,June,21,3986,4894.63,2.39,3888.91,Inactive
9310920091,572560,Category Promotion,Email,232,49,2024,Qtr 2,June,22,3292,9553.86,2.09,1464.95,Premium
9310920091,481432,Category Promotion,Email,566,67,2024,Qtr 2,June,24,5516,6037.21,3.84,4108.23,Premium
9310920091,579100,Category Promotion,Email,472,23,2024,Qtr 2,June,26,9588,2489.44,1.53,2439.33,Premium
9310920091,193101,Category Promotion,Email,860,94,2024,Qtr 2,June,28,1897,2721.55,1.52,3452.59,Premium
9310920091,687834,Category Promotion,Email,881,13,2024,Qtr 3,July,7,3896,7296.21,3.1,1827.35,All
9310920091,162998,Category Promotion,Email,830,13,2024,Qtr 3,July,15,4763,4550.4,3.5,4454.17,All
9310920091,160488,Category Promotion,Email,667,56,2024,Qtr 3,July,16,1050,8591.4,2.92,2106.81,Premium
9310920091,317794,Category Promotion,Email,382,82,2024,Qtr 3,July,20,3314,5656.04,2.38,3278.02,All
9310920091,415707,Category Promotion,Email,405,92,2024,Qtr 3,July,21,6666,3481.58,3.41,2106.13,New Users
9310920091,204245,Category Promotion,Email,699,21,2024,Qtr 3,July,30,9848,3010.65,2.44,4603.37,Inactive
9310920091,669170,Category Promotion,Email,848,11,2024,Qtr 3,August,9,8144,2250.44,2.3,2249.31,Inactive
9310920091,953779,Category Promotion,Email,577,80,2024,Qtr 3,August,11,1149,9049.95,3.76,3747.77,Inactive
9310920091,363017,Category Promotion,Email,564,10,2024,Qtr 3,August,19,5109,4834.74,1.98,1921.9,Inactive
9310920091,364794,Category Promotion,Email,840,64,2024,Qtr 3,August,21,3456,6315.99,2.94,2940.5,Premium
9310920091,641708,Category Promotion,Email,657,50,2024,Qtr 3,August,22,1587,8755.82,2.38,3963.66,Premium
9310920091,304933,Category Promotion,Email,294,82,2024,Qtr 3,September,2,4702,8030.8,1.8,2940.73,All
9310920091,34197,Category Promotion,Email,237,39,2024,Qtr 3,September,3,1801,5871.67,1.95,1838.08,Inactive
9310920091,69566,Category Promotion,Email,413,59,2024,Qtr 3,September,6,3019,2078.48,2.34,3136.9,Premium
9310920091,954270,Category Promotion,Email,142,95,2024,Qtr 3,September,15,6581,7955.12,2.12,4185.84,Premium
9310920091,460293,Category Promotion,Email,846,61,2024,Qtr 3,September,24,4442,5534.23,3.38,2295.69,All
9310920091,758578,Category Promotion,Email,993,71,2024,Qtr 4,October,1,5986,4548.25,3.6,1932.62,Premium
9310920091,479381,Category Promotion,Email,689,14,2024,Qtr 4,October,14,5884,3067.78,2.57,2415.08,Premium
9310920091,736483,Category Promotion,Email,938,23,2024,Qtr 4,October,19,8086,8109.27,3.31,4006.13,Premium
9310920091,687130,Category Promotion,Email,822,31,2024,Qtr 4,October,20,4330,6592.8,2.55,1104.8,All
9310920091,530361,Category Promotion,Email,530,29,2024,Qtr 4,October,22,8285,5650.29,2.03,3909.95,Inactive
9310920091,882671,Category Promotion,Email,540,47,2024,Qtr 4,October,24,7685,4937.69,1.83,2199.05,Inactive
9310920091,362757,Category Promotion,SMS,107,64,2023,Qtr 1,March,22,5909,3118.41,2.49,4053.48,New Users
9310920091,631902,Category Promotion,SMS,714,96,2023,Qtr 1,March,28,1983,2258.47,2.41,3018.52,Premium
9310920091,164441,Category Promotion,SMS,298,76,2023,Qtr 1,March,29,5091,9981.75,2.45,4098.68,All
9310920091,5957,Category Promotion,SMS,775,96,2023,Qtr 1,March,30,3916,6669.28,1.77,3366.67,Premium
9310920091,268743,Category Promotion,SMS,464,85,2023,Qtr 2,April,8,6482,5269.53,2.44,1297.2,Premium
9310920091,881790,Category Promotion,SMS,733,35,2023,Qtr 2,April,12,1715,5272.33,3.58,1401.25,Premium
9310920091,435597,Category Promotion,SMS,647,74,2023,Qtr 2,April,13,9282,8327.82,3.67,3637.49,All
9310920091,771295,Category Promotion,SMS,530,55,2023,Qtr 2,April,14,4457,5808.48,2.73,1835.35,All
9310920091,775539,Category Promotion,SMS,876,23,2023,Qtr 2,May,1,9419,3495.72,1.96,2837.62,Premium
9310920091,387897,Category Promotion,SMS,619,53,2023,Qtr 2,May,2,1219,4427.59,2.04,1937.58,Inactive
9310920091,719654,Category Promotion,SMS,581,42,2023,Qtr 2,May,5,1077,6388.8,3.95,2297.16,New Users
9310920091,275016,Category Promotion,SMS,748,47,2023,Qtr 2,May,12,1181,2351.9,3.05,1510.24,All
9310920091,573419,Category Promotion,SMS,958,74,2023,Qtr 2,May,18,1419,8425.04,3.45,3395.06,All
9310920091,769466,Category Promotion,SMS,953,95,2023,Qtr 2,May,29,7999,2802.87,2.15,2016.56,Inactive
9310920091,171448,Category Promotion,SMS,332,55,2023,Qtr 2,May,30,2793,3319.26,1.52,4070.81,Inactive
9310920091,951138,Category Promotion,SMS,741,72,2023,Qtr 2,May,31,1981,5350.12,1.68,2700,Inactive
9310920091,138432,Category Promotion,SMS,800,26,2023,Qtr 2,June,1,4229,9591.84,3.9,1416.49,New Users
9310920091,837699,Category Promotion,SMS,612,53,2023,Qtr 2,June,2,1527,6536.12,2.71,3240.11,Premium
9310920091,893735,Category Promotion,SMS,648,38,2023,Qtr 2,June,7,8952,2927.1,2.11,4062.51,New Users
9310920091,798347,Category Promotion,SMS,239,12,2023,Qtr 2,June,14,3330,2263.56,2.07,2260.27,All
9310920091,564880,Category Promotion,SMS,929,19,2023,Qtr 2,June,17,6746,4688.52,1.81,4448.63,All
9310920091,899257,Category Promotion,SMS,207,81,2023,Qtr 2,June,23,1556,5409.91,2.32,2592.1,Premium
9310920091,695116,Category Promotion,SMS,516,45,2023,Qtr 3,July,3,7666,2393.24,2.83,1754.91,New Users
