Year,Quarter,Month,Day,Sum of delivery_partner_id,delivery_status,Sum of delivery_time_minutes,Sum of order_id,Sum of distance_km,Year,Quarter,Month,Day,reasons_if_delayed
2023,Qtr 2,June,5,15112,On Time,5,8671875127,4.82,2023,Qtr 2,June,5,Traffic
2023,Qtr 2,June,5,141279,Significantly Delayed,47,10817059857,3.97,2023,Qtr 2,June,5,Traffic
2023,Qtr 2,June,5,114505,Slightly Delayed,14,14081895152,3.05,2023,Qtr 2,June,5,Traffic
2023,Qtr 2,June,6,130103,On Time,0,14629769053,8.69,2023,Qtr 2,June,6,""
2023,Qtr 2,June,6,229323,On Time,7,19935370141,7.21,2023,Qtr 2,June,6,Traffic
2023,Qtr 2,June,6,65057,Slightly Delayed,9,5153146875,1.68,2023,Qtr 2,June,6,Traffic
2023,Qtr 2,June,7,461980,On Time,-20,27517373830,12.34,2023,Qtr 2,June,7,""
2023,Qtr 2,June,7,290178,On Time,18,37852242926,15.13,2023,Qtr 2,June,7,Traffic
2023,Qtr 2,June,7,92976,Significantly Delayed,16,218670241,2.41,2023,Qtr 2,June,7,Traffic
2023,Qtr 2,June,7,63698,Slightly Delayed,21,8534831635,4.65,2023,Qtr 2,June,7,Traffic
2023,Qtr 2,June,8,177130,On Time,-4,20653890270,3.67,2023,Qtr 2,June,8,""
2023,Qtr 2,June,8,146637,On Time,5,11971146051,10.55,2023,Qtr 2,June,8,Traffic
2023,Qtr 2,June,8,20589,Slightly Delayed,13,9403371764,4.38,2023,Qtr 2,June,8,Traffic
2023,Qtr 2,June,9,256994,On Time,-13,34709149343,10.65,2023,Qtr 2,June,9,""
2023,Qtr 2,June,9,157963,On Time,6,8459480670,11.45,2023,Qtr 2,June,9,Traffic
2023,Qtr 2,June,9,148836,Slightly Delayed,41,7414200427,9.19,2023,Qtr 2,June,9,Traffic
2023,Qtr 2,June,10,447303,On Time,-19,56951124889,23.39,2023,Qtr 2,June,10,""
2023,Qtr 2,June,10,220909,On Time,8,18562052249,6.47,2023,Qtr 2,June,10,Traffic
2023,Qtr 2,June,10,17180,Significantly Delayed,23,7506762237,4.76,2023,Qtr 2,June,10,Traffic
2023,Qtr 2,June,10,68618,Slightly Delayed,14,4514836077,1.31,2023,Qtr 2,June,10,Traffic
2023,Qtr 2,June,11,17922,On Time,-4,10321094335,4.48,2023,Qtr 2,June,11,""
2023,Qtr 2,June,11,71726,On Time,4,5939554684,1.97,2023,Qtr 2,June,11,Traffic
2023,Qtr 2,June,11,56011,Slightly Delayed,7,2695448838,1.36,2023,Qtr 2,June,11,Traffic
2023,Qtr 2,June,12,203254,On Time,-11,24986717799,10.17,2023,Qtr 2,June,12,""
2023,Qtr 2,June,12,273463,On Time,13,28169499644,12.53,2023,Qtr 2,June,12,Traffic
2023,Qtr 2,June,12,154495,Slightly Delayed,19,18154280165,8.52,2023,Qtr 2,June,12,Traffic
2023,Qtr 2,June,13,51118,On Time,0,1774096863,3.85,2023,Qtr 2,June,13,""
2023,Qtr 2,June,13,178593,On Time,10,15898432769,9.95,2023,Qtr 2,June,13,Traffic
2023,Qtr 2,June,14,28470,On Time,-4,6339554317,4.17,2023,Qtr 2,June,14,""
2023,Qtr 2,June,14,199821,On Time,15,27761010244,10.65,2023,Qtr 2,June,14,Traffic
2023,Qtr 2,June,14,108525,Significantly Delayed,34,12300396083,6.09,2023,Qtr 2,June,14,Traffic
2023,Qtr 2,June,14,48824,Slightly Delayed,20,10556130619,3.89,2023,Qtr 2,June,14,Traffic
2023,Qtr 2,June,15,155699,On Time,-4,9411670999,2.27,2023,Qtr 2,June,15,""
2023,Qtr 2,June,15,79400,On Time,6,7960011740,7.45,2023,Qtr 2,June,15,Traffic
2023,Qtr 2,June,15,195677,Slightly Delayed,36,16482718708,9.2,2023,Qtr 2,June,15,Traffic
2023,Qtr 2,June,16,93316,On Time,-1,12399589436,3.27,2023,Qtr 2,June,16,""
2023,Qtr 2,June,16,98576,On Time,3,1980087245,3.77,2023,Qtr 2,June,16,Traffic
2023,Qtr 2,June,16,64773,Significantly Delayed,22,3298603544,1.48,2023,Qtr 2,June,15,Traffic
2023,Qtr 2,June,16,113697,Slightly Delayed,21,7595755281,7.72,2023,Qtr 2,June,16,Traffic
2023,Qtr 2,June,17,274607,On Time,-16,29552118465,15.24,2023,Qtr 2,June,17,""
2023,Qtr 2,June,17,59090,Slightly Delayed,8,6775326324,2.08,2023,Qtr 2,June,17,Traffic
2023,Qtr 2,June,18,185378,On Time,-7,14936736155,12.15,2023,Qtr 2,June,18,""
2023,Qtr 2,June,18,198312,On Time,13,24177690739,17.34,2023,Qtr 2,June,18,Traffic
2023,Qtr 2,June,18,168469,Significantly Delayed,49,6769100825,4.42,2023,Qtr 2,June,18,Traffic
2023,Qtr 2,June,18,100315,Slightly Delayed,21,12563176568,5.96,2023,Qtr 2,June,18,Traffic
2023,Qtr 2,June,19,197374,On Time,-13,13993727608,8.5,2023,Qtr 2,June,19,""
2023,Qtr 2,June,19,234581,On Time,14,19569391398,6.88,2023,Qtr 2,June,19,Traffic
2023,Qtr 2,June,20,91151,On Time,-2,13053886375,6.58,2023,Qtr 2,June,20,""
2023,Qtr 2,June,20,98472,On Time,8,17937843153,9.74,2023,Qtr 2,June,20,Traffic
2023,Qtr 2,June,20,45832,Significantly Delayed,23,6647259959,1.13,2023,Qtr 2,June,20,Traffic
2023,Qtr 2,June,21,209150,On Time,-9,27795491288,13.02,2023,Qtr 2,June,21,""
2023,Qtr 2,June,21,142404,On Time,6,12547380357,5.97,2023,Qtr 2,June,21,Traffic
2023,Qtr 2,June,21,64619,Significantly Delayed,19,5580397726,3.75,2023,Qtr 2,June,21,Traffic
2023,Qtr 2,June,22,16888,On Time,-2,14514102943,3.44,2023,Qtr 2,June,22,""
2023,Qtr 2,June,22,63462,On Time,1,7133174424,1.38,2023,Qtr 2,June,22,Traffic
2023,Qtr 2,June,23,59997,On Time,-5,2890839388,6.44,2023,Qtr 2,June,23,""
2023,Qtr 2,June,23,96187,On Time,1,7667090453,3.63,2023,Qtr 2,June,23,Traffic
2023,Qtr 2,June,23,2135,Significantly Delayed,21,5607355353,3.49,2023,Qtr 2,June,23,Traffic
2023,Qtr 2,June,23,204369,Slightly Delayed,24,17027921007,10.64,2023,Qtr 2,June,23,Traffic
2023,Qtr 2,June,24,75477,On Time,-6,4458546547,5.45,2023,Qtr 2,June,24,""
2023,Qtr 2,June,24,258607,On Time,18,36510665900,26.58,2023,Qtr 2,June,24,Traffic
2023,Qtr 2,June,24,26723,Significantly Delayed,19,909027635,1,2023,Qtr 2,June,24,Traffic
2023,Qtr 2,June,24,98962,Slightly Delayed,6,9965551056,2.4,2023,Qtr 2,June,24,Traffic
2023,Qtr 2,June,25,181139,On Time,-8,11331812753,4.47,2023,Qtr 2,June,25,""
2023,Qtr 2,June,25,66620,On Time,6,5714787361,3.56,2023,Qtr 2,June,25,Traffic
2023,Qtr 2,June,26,49041,On Time,0,867630114,0.64,2023,Qtr 2,June,26,""
2023,Qtr 2,June,26,192255,On Time,9,23075153548,5.92,2023,Qtr 2,June,26,Traffic
2023,Qtr 2,June,26,43415,Significantly Delayed,29,8008377895,4.97,2023,Qtr 2,June,26,Traffic
2023,Qtr 2,June,26,72673,Slightly Delayed,9,1118405605,0.56,2023,Qtr 2,June,26,Traffic
2023,Qtr 2,June,27,397449,On Time,-10,29329976108,14.29,2023,Qtr 2,June,27,""
2023,Qtr 2,June,27,214401,On Time,5,8150047915,8.49,2023,Qtr 2,June,27,Traffic
2023,Qtr 2,June,27,106862,Slightly Delayed,42,7797875800,6.67,2023,Qtr 2,June,27,Traffic
2023,Qtr 2,June,28,139887,On Time,-5,23856030704,9.92,2023,Qtr 2,June,28,""
2023,Qtr 2,June,28,42297,On Time,4,8281482042,4.44,2023,Qtr 2,June,28,Traffic
2023,Qtr 2,June,28,109359,Slightly Delayed,24,9491486981,4.1,2023,Qtr 2,June,28,Traffic
2023,Qtr 2,June,29,170193,On Time,-14,17810323200,15.89,2023,Qtr 2,June,29,""
2023,Qtr 2,June,29,139466,On Time,8,17604038646,7.78,2023,Qtr 2,June,29,Traffic
2023,Qtr 2,June,29,56035,Significantly Delayed,47,5406018458,5.95,2023,Qtr 2,June,29,Traffic
2023,Qtr 2,June,30,95006,On Time,-12,18719725033,5.59,2023,Qtr 2,June,30,""
2023,Qtr 2,June,30,42968,On Time,3,5234261944,2.11,2023,Qtr 2,June,30,Traffic
2023,Qtr 2,June,30,10759,Significantly Delayed,28,2468420564,2.91,2023,Qtr 2,June,30,Traffic
2023,Qtr 2,June,30,158217,Slightly Delayed,26,18050949429,6.33,2023,Qtr 2,June,30,Traffic
2023,Qtr 3,July,1,178415,On Time,-8,23840406106,12.95,2023,Qtr 3,July,1,""
2023,Qtr 3,July,1,148952,On Time,9,5553593585,4.3,2023,Qtr 3,July,1,Traffic
2023,Qtr 3,July,1,79277,Slightly Delayed,26,13565590518,7.75,2023,Qtr 3,July,1,Traffic
2023,Qtr 3,July,2,446255,On Time,-12,30551581370,14.45,2023,Qtr 3,July,2,""
2023,Qtr 3,July,2,52458,On Time,2,8443685057,4.12,2023,Qtr 3,July,2,Traffic
2023,Qtr 3,July,2,50340,Significantly Delayed,29,9858963919,3.87,2023,Qtr 3,July,2,Traffic
2023,Qtr 3,July,2,78085,Slightly Delayed,32,15727238908,6.78,2023,Qtr 3,July,2,Traffic
2023,Qtr 3,July,3,238804,On Time,-12,20341537965,11.11,2023,Qtr 3,July,3,""
2023,Qtr 3,July,3,33221,On Time,4,5589775219,5.28,2023,Qtr 3,July,3,Traffic
2023,Qtr 3,July,3,19395,On Time,-3,8744806310,2.89,2023,Qtr 3,July,4,""
2023,Qtr 3,July,3,146020,Slightly Delayed,19,12875461147,7.23,2023,Qtr 3,July,3,Traffic
2023,Qtr 3,July,4,136988,On Time,-10,13606156582,4.3,2023,Qtr 3,July,4,""
2023,Qtr 3,July,4,277621,On Time,16,30450106033,14.01,2023,Qtr 3,July,4,Traffic
2023,Qtr 3,July,4,35944,Significantly Delayed,21,5834861324,1.72,2023,Qtr 3,July,4,Traffic
2023,Qtr 3,July,5,152573,On Time,-9,18127866778,8.17,2023,Qtr 3,July,5,""
2023,Qtr 3,July,5,163673,On Time,14,25597566066,10.84,2023,Qtr 3,July,5,Traffic
2023,Qtr 3,July,5,149688,Slightly Delayed,25,16098786985,4.61,2023,Qtr 3,July,5,Traffic
2023,Qtr 3,July,6,84500,On Time,-1,13442145376,4.26,2023,Qtr 3,July,6,""
2023,Qtr 3,July,6,144086,On Time,11,26409182274,4.39,2023,Qtr 3,July,6,Traffic
2023,Qtr 3,July,6,104577,Significantly Delayed,45,6562769337,3.72,2023,Qtr 3,July,6,Traffic
2023,Qtr 3,July,6,116267,Slightly Delayed,19,6492731256,5.9,2023,Qtr 3,July,6,Traffic
2023,Qtr 3,July,7,222497,On Time,-14,23100346953,15.76,2023,Qtr 3,July,7,""
2023,Qtr 3,July,7,216592,On Time,8,18929308991,11.04,2023,Qtr 3,July,7,Traffic
2023,Qtr 3,July,8,291938,On Time,-9,12882340375,13.05,2023,Qtr 3,July,8,""
2023,Qtr 3,July,8,80246,On Time,3,4470717835,1.91,2023,Qtr 3,July,8,Traffic
2023,Qtr 3,July,8,55446,Slightly Delayed,27,15807400357,3.81,2023,Qtr 3,July,8,Traffic
2023,Qtr 3,July,9,47556,On Time,-6,5082059356,4.17,2023,Qtr 3,July,9,""
2023,Qtr 3,July,9,308312,On Time,20,13486980217,12.77,2023,Qtr 3,July,9,Traffic
2023,Qtr 3,July,9,7493,Significantly Delayed,22,6567954047,0.53,2023,Qtr 3,July,9,Traffic
2023,Qtr 3,July,9,49796,Slightly Delayed,22,13912276343,8.5,2023,Qtr 3,July,9,Traffic
2023,Qtr 3,July,10,174770,On Time,-9,11318923216,9.86,2023,Qtr 3,July,10,""
2023,Qtr 3,July,10,68446,On Time,9,12630558148,7.08,2023,Qtr 3,July,10,Traffic
2023,Qtr 3,July,11,167673,On Time,-5,13445407208,9.13,2023,Qtr 3,July,11,""
2023,Qtr 3,July,11,197358,On Time,8,15937545095,6.82,2023,Qtr 3,July,11,Traffic
2023,Qtr 3,July,11,17862,Slightly Delayed,11,5669689881,4.57,2023,Qtr 3,July,11,Traffic
2023,Qtr 3,July,12,141390,On Time,-9,21006113895,10.59,2023,Qtr 3,July,12,""
2023,Qtr 3,July,12,85359,Significantly Delayed,28,7992910755,1.99,2023,Qtr 3,July,12,Traffic
2023,Qtr 3,July,12,123461,Slightly Delayed,33,8738540568,7.68,2023,Qtr 3,July,12,Traffic
2023,Qtr 3,July,13,23190,On Time,-3,12640296211,11.6,2023,Qtr 3,July,13,""
2023,Qtr 3,July,13,119584,On Time,5,8431666035,5.45,2023,Qtr 3,July,13,Traffic
2023,Qtr 3,July,13,92952,Slightly Delayed,8,7198169379,2.25,2023,Qtr 3,July,13,Traffic
2023,Qtr 3,July,14,85502,On Time,-4,852886125,3.55,2023,Qtr 3,July,14,""
2023,Qtr 3,July,14,266763,On Time,14,27745508941,10.99,2023,Qtr 3,July,14,Traffic
2023,Qtr 3,July,14,106722,Slightly Delayed,22,16709236281,4.24,2023,Qtr 3,July,14,Traffic
2023,Qtr 3,July,15,231321,On Time,-12,28463944335,7.48,2023,Qtr 3,July,15,""
2023,Qtr 3,July,15,64268,On Time,2,9329665908,2.69,2023,Qtr 3,July,15,Traffic
2023,Qtr 3,July,16,84191,On Time,-4,13490387676,4.51,2023,Qtr 3,July,16,""
2023,Qtr 3,July,16,104008,On Time,9,24497413278,14.42,2023,Qtr 3,July,16,Traffic
2023,Qtr 3,July,16,102985,Slightly Delayed,16,12842461102,4.49,2023,Qtr 3,July,16,Traffic
2023,Qtr 3,July,17,158710,On Time,-7,18238913772,11,2023,Qtr 3,July,17,""
2023,Qtr 3,July,17,48749,On Time,2,479528548,1.05,2023,Qtr 3,July,17,Traffic
2023,Qtr 3,July,17,25005,Slightly Delayed,14,10138047256,2.71,2023,Qtr 3,July,17,Traffic
2023,Qtr 3,July,18,205949,On Time,9,9411434558,6.68,2023,Qtr 3,July,18,Traffic
2023,Qtr 3,July,18,95455,Significantly Delayed,16,504060154,4.8,2023,Qtr 3,July,18,Traffic
2023,Qtr 3,July,18,34289,Slightly Delayed,17,16114729516,3.96,2023,Qtr 3,July,18,Traffic
2023,Qtr 3,July,19,24486,On Time,-4,1485229334,1.95,2023,Qtr 3,July,19,""
2023,Qtr 3,July,19,46782,On Time,7,5834401090,5.2,2023,Qtr 3,July,19,Traffic
2023,Qtr 3,July,19,223235,Slightly Delayed,33,21124397797,12.7,2023,Qtr 3,July,19,Traffic
2023,Qtr 3,July,20,294773,On Time,-12,17274024359,10.67,2023,Qtr 3,July,20,""
2023,Qtr 3,July,20,132272,On Time,8,15626404805,11.04,2023,Qtr 3,July,20,Traffic
2023,Qtr 3,July,20,77590,Significantly Delayed,19,2461936988,4.4,2023,Qtr 3,July,20,Traffic
2023,Qtr 3,July,20,40233,Slightly Delayed,9,6077755741,2.49,2023,Qtr 3,July,20,Traffic
2023,Qtr 3,July,21,109681,On Time,-2,4807985225,3.71,2023,Qtr 3,July,21,""
2023,Qtr 3,July,21,87117,On Time,3,1772445313,1.4,2023,Qtr 3,July,21,Traffic
2023,Qtr 3,July,21,8913,Significantly Delayed,30,2811268404,4.68,2023,Qtr 3,July,21,Traffic
2023,Qtr 3,July,22,132350,On Time,-10,16246235675,7.04,2023,Qtr 3,July,22,""
2023,Qtr 3,July,22,19960,On Time,3,4009496217,1.98,2023,Qtr 3,July,22,Traffic
2023,Qtr 3,July,23,169349,On Time,-9,15537254684,7.13,2023,Qtr 3,July,23,""
2023,Qtr 3,July,23,177600,On Time,8,12207839816,8.73,2023,Qtr 3,July,23,Traffic
2023,Qtr 3,July,23,24964,Significantly Delayed,30,4228110436,3.94,2023,Qtr 3,July,23,Traffic
2023,Qtr 3,July,23,140566,Slightly Delayed,51,14564691800,13.43,2023,Qtr 3,July,23,Traffic
2023,Qtr 3,July,24,349354,On Time,-9,10432486970,15.29,2023,Qtr 3,July,24,""
2023,Qtr 3,July,24,265999,Slightly Delayed,71,43841712562,18.95,2023,Qtr 3,July,24,Traffic
2023,Qtr 3,July,25,53773,On Time,-5,6418604551,2.03,2023,Qtr 3,July,25,""
2023,Qtr 3,July,25,172563,On Time,15,23942532967,8.93,2023,Qtr 3,July,25,Traffic
2023,Qtr 3,July,25,159701,Slightly Delayed,31,18842849753,8.01,2023,Qtr 3,July,25,Traffic
2023,Qtr 3,July,26,29590,On Time,6,11205011351,4.73,2023,Qtr 3,July,26,Traffic
2023,Qtr 3,July,26,42306,Significantly Delayed,26,3883638432,4.79,2023,Qtr 3,July,26,Traffic
2023,Qtr 3,July,26,124681,Slightly Delayed,29,7414428786,7.79,2023,Qtr 3,July,26,Traffic
2023,Qtr 3,July,27,51447,On Time,-7,10235747493,9.62,2023,Qtr 3,July,27,""
2023,Qtr 3,July,27,314072,On Time,18,29466028147,15.62,2023,Qtr 3,July,27,Traffic
2023,Qtr 3,July,27,46857,Significantly Delayed,24,1508576390,3.05,2023,Qtr 3,July,27,Traffic
2023,Qtr 3,July,27,95050,Slightly Delayed,11,8608686211,2.83,2023,Qtr 3,July,27,Traffic
2023,Qtr 3,July,28,379674,On Time,-13,15553842269,17.64,2023,Qtr 3,July,28,""
2023,Qtr 3,July,28,114565,On Time,7,11679476233,7.97,2023,Qtr 3,July,28,Traffic
2023,Qtr 3,July,28,77387,Significantly Delayed,19,3602554049,1.84,2023,Qtr 3,July,28,Traffic
2023,Qtr 3,July,28,204466,Slightly Delayed,34,20782606230,11.6,2023,Qtr 3,July,28,Traffic
2023,Qtr 3,July,29,152667,On Time,-6,25637579573,7.44,2023,Qtr 3,July,29,""
2023,Qtr 3,July,29,34801,On Time,2,11909203578,4.53,2023,Qtr 3,July,29,Traffic
2023,Qtr 3,July,29,78479,Slightly Delayed,8,7081192087,3.33,2023,Qtr 3,July,29,Traffic
2023,Qtr 3,July,30,93230,On Time,-2,11170388839,5.12,2023,Qtr 3,July,30,""
2023,Qtr 3,July,30,38893,On Time,5,3102373465,2.8,2023,Qtr 3,July,30,Traffic
2023,Qtr 3,July,30,23681,Significantly Delayed,28,4461389660,2.74,2023,Qtr 3,July,30,Traffic
2023,Qtr 3,July,30,84695,Slightly Delayed,12,805682701,4.98,2023,Qtr 3,July,30,Traffic
2023,Qtr 3,July,31,247468,On Time,-11,18851756272,16.08,2023,Qtr 3,July,31,""
2023,Qtr 3,July,31,93008,On Time,5,4694932324,5.29,2023,Qtr 3,July,31,Traffic
2023,Qtr 3,July,31,40795,Slightly Delayed,38,11643036985,9.95,2023,Qtr 3,July,31,Traffic
2023,Qtr 3,August,1,619989,On Time,-33,51227725748,23.75,2023,Qtr 3,August,1,""
2023,Qtr 3,August,1,150551,On Time,9,11057266108,13.07,2023,Qtr 3,August,1,Traffic
2023,Qtr 3,August,1,50493,Significantly Delayed,23,7663189769,1.4,2023,Qtr 3,August,1,Traffic
2023,Qtr 3,August,1,37938,Slightly Delayed,15,1967283733,3.06,2023,Qtr 3,August,1,Traffic
2023,Qtr 3,August,2,40417,On Time,4,10491598567,7.55,2023,Qtr 3,August,2,Traffic
2023,Qtr 3,August,2,182165,Slightly Delayed,48,17525522211,7.25,2023,Qtr 3,August,2,Traffic
2023,Qtr 3,August,3,105851,On Time,-2,8130923328,4.13,2023,Qtr 3,August,3,""
2023,Qtr 3,August,3,44421,On Time,1,8860588793,4.93,2023,Qtr 3,August,3,Traffic
2023,Qtr 3,August,3,31307,Significantly Delayed,16,7503255456,1.57,2023,Qtr 3,August,3,Traffic
2023,Qtr 3,August,4,83680,On Time,-5,2748368258,4.85,2023,Qtr 3,August,4,""
2023,Qtr 3,August,4,52139,On Time,2,3202903413,3.39,2023,Qtr 3,August,4,Traffic
2023,Qtr 3,August,4,23890,Significantly Delayed,28,961607638,4.81,2023,Qtr 3,August,3,Traffic
2023,Qtr 3,August,4,74364,Significantly Delayed,25,8700151605,4.17,2023,Qtr 3,August,4,Traffic
2023,Qtr 3,August,4,47220,Slightly Delayed,15,2718508408,4.85,2023,Qtr 3,August,4,Traffic
2023,Qtr 3,August,5,216280,On Time,-13,14348563617,9.03,2023,Qtr 3,August,5,""
2023,Qtr 3,August,5,234748,On Time,17,22862332341,13.53,2023,Qtr 3,August,5,Traffic
2023,Qtr 3,August,5,80897,Slightly Delayed,15,7415765726,4.38,2023,Qtr 3,August,5,Traffic
2023,Qtr 3,August,6,428056,On Time,-13,30318911037,18.6,2023,Qtr 3,August,6,""
2023,Qtr 3,August,6,57378,On Time,5,6853654698,1.16,2023,Qtr 3,August,6,Traffic
2023,Qtr 3,August,6,153628,Slightly Delayed,23,14272837349,5.27,2023,Qtr 3,August,6,Traffic
2023,Qtr 3,August,7,150575,On Time,-12,23499290246,13.23,2023,Qtr 3,August,7,""
2023,Qtr 3,August,7,72508,On Time,8,12760558022,7.47,2023,Qtr 3,August,7,Traffic
2023,Qtr 3,August,7,126534,Slightly Delayed,32,13311397824,4.49,2023,Qtr 3,August,7,Traffic
2023,Qtr 3,August,8,227161,On Time,-15,25978942812,13.86,2023,Qtr 3,August,8,""
2023,Qtr 3,August,8,478697,On Time,19,21555392499,17.5,2023,Qtr 3,August,8,Traffic
2023,Qtr 3,August,8,41365,Slightly Delayed,15,4924862857,0.93,2023,Qtr 3,August,8,Traffic
2023,Qtr 3,August,9,149001,On Time,-14,10705751803,13.29,2023,Qtr 3,August,9,""
2023,Qtr 3,August,9,253788,On Time,18,40072905169,19.32,2023,Qtr 3,August,9,Traffic
2023,Qtr 3,August,9,78976,Slightly Delayed,22,1196422921,2.89,2023,Qtr 3,August,9,Traffic
2023,Qtr 3,August,10,312905,On Time,-16,28856188914,16.42,2023,Qtr 3,August,10,""
2023,Qtr 3,August,10,106377,On Time,8,10299583791,4.37,2023,Qtr 3,August,10,Traffic
2023,Qtr 3,August,10,148607,Slightly Delayed,40,10017871261,7.97,2023,Qtr 3,August,10,Traffic
2023,Qtr 3,August,11,117381,On Time,-1,13888809501,5.76,2023,Qtr 3,August,11,""
2023,Qtr 3,August,11,43884,On Time,7,12308933358,3.75,2023,Qtr 3,August,11,Traffic
2023,Qtr 3,August,11,74426,Slightly Delayed,20,5440994063,6.68,2023,Qtr 3,August,11,Traffic
2023,Qtr 3,August,12,168398,On Time,-10,17379707971,6.83,2023,Qtr 3,August,12,""
2023,Qtr 3,August,12,114302,On Time,8,4425441803,9.57,2023,Qtr 3,August,12,Traffic
2023,Qtr 3,August,12,50763,Significantly Delayed,21,2555454584,1.85,2023,Qtr 3,August,12,Traffic
2023,Qtr 3,August,12,64018,Slightly Delayed,7,9449954611,3.51,2023,Qtr 3,August,12,Traffic
2023,Qtr 3,August,13,113430,On Time,-5,13155216830,3.52,2023,Qtr 3,August,13,""
2023,Qtr 3,August,13,148889,On Time,7,12186610446,5.22,2023,Qtr 3,August,13,Traffic
2023,Qtr 3,August,13,109392,Significantly Delayed,51,8416466735,7.01,2023,Qtr 3,August,13,Traffic
2023,Qtr 3,August,14,243897,On Time,-13,30294694599,10.45,2023,Qtr 3,August,14,""
2023,Qtr 3,August,14,172208,On Time,5,17637525665,7.31,2023,Qtr 3,August,14,Traffic
2023,Qtr 3,August,14,72222,Slightly Delayed,15,3185620074,0.78,2023,Qtr 3,August,14,Traffic
2023,Qtr 3,August,15,12214,On Time,-2,3771484570,2.61,2023,Qtr 3,August,15,""
2023,Qtr 3,August,15,73798,On Time,7,2702799185,6.05,2023,Qtr 3,August,15,Traffic
2023,Qtr 3,August,15,71481,Significantly Delayed,18,5034409841,1.76,2023,Qtr 3,August,15,Traffic
2023,Qtr 3,August,15,123639,Slightly Delayed,27,24124471594,10.06,2023,Qtr 3,August,15,Traffic
2023,Qtr 3,August,16,385799,On Time,-10,19368575603,16,2023,Qtr 3,August,16,""
2023,Qtr 3,August,16,57502,On Time,5,2965387566,3.9,2023,Qtr 3,August,16,Traffic
2023,Qtr 3,August,16,98172,Significantly Delayed,24,8005579633,1.66,2023,Qtr 3,August,16,Traffic
2023,Qtr 3,August,16,113207,Slightly Delayed,29,15437958057,6.49,2023,Qtr 3,August,16,Traffic
2023,Qtr 3,August,17,398027,On Time,-9,23376610737,19.12,2023,Qtr 3,August,17,""
2023,Qtr 3,August,17,63798,On Time,6,7668090077,6.09,2023,Qtr 3,August,17,Traffic
2023,Qtr 3,August,17,121347,Significantly Delayed,35,14439015904,6.79,2023,Qtr 3,August,17,Traffic
2023,Qtr 3,August,17,51388,Slightly Delayed,13,6299572675,1.63,2023,Qtr 3,August,17,Traffic
2023,Qtr 3,August,18,414899,On Time,-18,38246737882,17.48,2023,Qtr 3,August,18,""
2023,Qtr 3,August,18,129410,On Time,10,19650733092,12.31,2023,Qtr 3,August,18,Traffic
2023,Qtr 3,August,18,274011,Slightly Delayed,42,15956556163,12.11,2023,Qtr 3,August,18,Traffic
2023,Qtr 3,August,19,203279,On Time,-8,14385586190,8.41,2023,Qtr 3,August,19,""
2023,Qtr 3,August,19,242570,On Time,5,5485829878,8.34,2023,Qtr 3,August,19,Traffic
2023,Qtr 3,August,19,52892,Significantly Delayed,38,9942494090,7.98,2023,Qtr 3,August,19,Traffic
2023,Qtr 3,August,19,10319,Slightly Delayed,21,6829401321,2.38,2023,Qtr 3,August,19,Traffic
2023,Qtr 3,August,20,164560,On Time,-6,16896030997,4.71,2023,Qtr 3,August,20,""
2023,Qtr 3,August,20,150161,On Time,8,15049164467,11.43,2023,Qtr 3,August,20,Traffic
2023,Qtr 3,August,20,88478,Significantly Delayed,51,18913131252,4.03,2023,Qtr 3,August,20,Traffic
2023,Qtr 3,August,20,14666,Slightly Delayed,14,5281121057,4.11,2023,Qtr 3,August,20,Traffic
2023,Qtr 3,August,21,258472,On Time,-6,20313044858,13.92,2023,Qtr 3,August,21,""
2023,Qtr 3,August,21,162015,On Time,8,12101804452,9.24,2023,Qtr 3,August,21,Traffic
2023,Qtr 3,August,21,70176,Significantly Delayed,22,8100291984,3.34,2023,Qtr 3,August,21,Traffic
2023,Qtr 3,August,21,48344,Slightly Delayed,7,5103721089,3.14,2023,Qtr 3,August,21,Traffic
2023,Qtr 3,August,22,35041,On Time,-1,5136205193,1.22,2023,Qtr 3,August,22,""
2023,Qtr 3,August,22,48604,On Time,3,8702642032,4.57,2023,Qtr 3,August,22,Traffic
2023,Qtr 3,August,22,371444,Slightly Delayed,63,25446406020,16.78,2023,Qtr 3,August,22,Traffic
2023,Qtr 3,August,23,60527,On Time,-9,10049130584,12.11,2023,Qtr 3,August,23,""
2023,Qtr 3,August,23,98041,On Time,7,18833402104,9.73,2023,Qtr 3,August,23,Traffic
2023,Qtr 3,August,23,41452,Slightly Delayed,27,9039260491,5.02,2023,Qtr 3,August,23,Traffic
2023,Qtr 3,August,24,357977,On Time,-22,27351840113,11.56,2023,Qtr 3,August,24,""
2023,Qtr 3,August,24,331739,On Time,13,18343776238,8.47,2023,Qtr 3,August,24,Traffic
2023,Qtr 3,August,24,135751,Slightly Delayed,31,25242638249,9.09,2023,Qtr 3,August,24,Traffic
2023,Qtr 3,August,25,205190,On Time,-4,17689175032,4.96,2023,Qtr 3,August,25,""
2023,Qtr 3,August,25,62277,On Time,3,3758135932,3.72,2023,Qtr 3,August,25,Traffic
2023,Qtr 3,August,25,135522,Significantly Delayed,61,21983516757,13.94,2023,Qtr 3,August,25,Traffic
2023,Qtr 3,August,25,102528,Slightly Delayed,20,14416723878,5.78,2023,Qtr 3,August,25,Traffic
2023,Qtr 3,August,26,411368,On Time,-7,20280910521,14.21,2023,Qtr 3,August,26,""
